,Unnamed: 0,Time,Distance,Avg HR,Max HR,Elev Gain,Elev Loss,Avg Run Cadence,Calories,Avg Temperature,Max Run Cadence,HR median,HR std,Pace std,Lap pace median,Avg Pace(s/km),Best Lap,File name,Date,Start time,Type
225,0,1576.0,6.02,136,146.0,5,5,81,276,28.0,85,138.0,8.94434289600247,12.989611178649405,261.0479638928396,265.3924745704186,283.6766917293233,Szymon+_ywko+_2020-05-11_11-56-50.CSV,2020-05-11,11-56-50,0
226,0,3065.0,14.03,156,172.0,0,0,83,676,21.0,88,164.0,14.33195061347659,21.177734371625125,210.1580770107086,222.1358614335468,268.0733590733591,Szymon+_ywko+_2020-04-21_16-52-26.CSV,2020-04-21,16-52-26,1
227,0,521.0,0.89,119,156.0,0,0,59,64,28.4,99,112.0,16.07117899629775,0.0,651.151923076923,651.151923076923,651.151923076923,Szymon+_ywko+_2020-04-29_11-53-31.CSV,2020-04-29,11-53-31,-1
228,0,1553.0,3.83,120,145.0,15,30,76,208,16.2,96,130.0,18.261095734942856,69.0566631551476,348.2216514459665,361.1189114890767,460.0864946889226,Szymon+_ywko+_2019-12-10_10-25-07.CSV,2019-12-10,10-25-07,-1
229,0,771.0,3.02,134,147.0,0,0,82,142,22.8,85,140.0,18.03134094287907,6.71985473367497,265.2931726907631,263.5455808007672,270.76153846153846,Szymon+_ywko+_2020-03-28_16-43-52.CSV,2020-03-28,16-43-52,0
230,0,5068.0,14.74,136,179.0,35,47,74,845,17.6,103,139.0,27.75590978172898,917.1551281256018,302.8694029850746,627.1192383476968,3810.1641651031896,Szymon+_ywko+_2019-12-04_10-36-52.CSV,2019-12-04,10-36-52,-1
231,0,2618.0,12.01,162,174.0,0,0,83,609,14.0,91,169.0,14.433512755975496,16.756375871887425,214.196261682243,221.4042225376223,260.9035087719298,Szymon+_ywko+_2020-02-20_10-35-29.CSV,2020-02-20,10-35-29,1
232,0,3111.0,12.02,147,162.0,100,98,79,617,19.2,87,148.0,8.874736030429611,10.470378877031814,262.3855842630652,263.99332046939446,292.9438202247191,Szymon+_ywko+_2019-10-01_18-21-46.CSV,2019-10-01,18-21-46,0
233,0,5255.0,21.13,142,220.0,70,66,82,994,13.5,88,143.0,9.349612714889604,12.297685414906155,252.5079365079365,250.85309541285488,275.9391634980989,Szymon+_ywko+_2019-12-01_10-51-23.CSV,2019-12-01,10-51-23,0
234,0,2580.0,10.14,136,147.0,112,97,85,451,25.1,90,137.0,6.614588033891864,15.483398959360818,255.0436507936508,255.8038260173843,283.44814814814816,Szymon+_ywko+_2019-07-27_11-11-13.CSV,2019-07-27,11-11-13,0
235,0,5278.0,13.51,118,119.0,35,20,72,673,27.3,104,119.0,1.9518866503577692,2501.290876470885,482.4169670752223,1458.935999328562,9302.620516499284,Szymon+_ywko+_2020-05-09_11-16-38.CSV,2020-05-09,11-16-38,-1
236,0,1618.0,6.07,140,154.0,32,36,82,301,21.3,88,142.0,9.903239963955068,228.2161519537656,258.5,353.499055014493,911.5438596491229,Szymon+_ywko+_2020-01-22_17-33-18.CSV,2020-01-22,17-33-18,-1
237,0,156.0,0.48,141,163.0,0,0,74,28,15.9,96,141.0,12.043082565070067,0.0,431.8967741935484,431.8967741935484,431.8967741935484,Szymon+_ywko+_2019-10-06_11-47-23.CSV,2019-10-06,11-47-23,0
238,0,788.0,3.06,137,148.0,21,32,82,141,23.5,101,139.0,9.173851574233176,16.98702452334038,261.064,263.851682701809,285.9097472924188,Szymon+_ywko+_2019-10-23_15-31-35.CSV,2019-10-23,15-31-35,0
239,0,3000.0,0.7,91,160.0,0,0,57,135,25.4,110,104.0,38.96299302831283,0.0,4397.0673557852615,4397.0673557852615,4397.0673557852615,Szymon+_ywko+_2019-08-05_10-44-52.CSV,2019-08-05,10-44-52,-1
240,0,140.0,0.56,119,119.0,0,0,76,19,27.6,99,118.5,0.5,0.0,465.705035971223,465.705035971223,465.705035971223,Szymon+_ywko+_2020-04-29_12-03-08.CSV,2020-04-29,12-03-08,-1
241,0,754.0,0.98,95,137.0,0,0,60,79,24.4,99,100.0,15.90698088705407,0.0,1761.1912350597609,1761.1912350597609,1761.1912350597609,Szymon+_ywko+_2020-02-10_17-34-08.CSV,2020-02-10,17-34-08,-1
242,0,678.0,2.87,143,155.0,0,0,82,130,15.8,85,146.0,9.390460240426435,5.300568286646988,231.8728813559322,235.4202481421572,242.91286307053943,Szymon+_ywko+_2019-12-30_10-18-30.CSV,2019-12-30,10-18-30,0
243,0,3635.0,14.02,137,148.0,35,65,82,640,13.4,87,138.0,7.470169903553172,16.899195102601315,261.7512055125796,263.86579482605714,292.56716417910445,Szymon+_ywko+_2020-02-10_10-36-40.CSV,2020-02-10,10-36-40,0
244,0,827.0,3.13,136,149.0,31,27,83,145,24.6,104,138.0,7.442267691572316,17.69755929619941,268.3309227195946,270.97448913757506,295.3392857142857,Szymon+_ywko+_2019-10-19_13-59-36.CSV,2019-10-19,13-59-36,0
245,0,5892.0,11.33,125,178.0,81,70,67,821,27.3,114,133.0,29.567043550702127,419.62264674207336,314.2009882478633,507.4882766852391,1748.1624423963133,Szymon+_ywko+_2019-11-21_17-41-18.CSV,2019-11-21,17-41-18,-1
246,0,723.0,2.82,130,143.0,0,0,82,122,17.9,85,136.0,16.777342189642273,9.30283972109833,262.67578125,268.3232901324289,281.4375,Szymon+_ywko+_2020-03-31_13-13-38.CSV,2020-03-31,13-13-38,0
247,0,2697.0,10.92,160,182.0,35,20,80,612,18.8,103,172.0,22.93754601367492,128.51379006468656,177.33701657458565,256.10042891220115,495.1975903614458,Szymon+_ywko+_2019-11-28_12-16-14.CSV,2019-11-28,12-16-14,-1
248,0,2295.0,9.03,142,154.0,70,61,83,434,13.3,94,144.0,9.602742983137748,12.932095360928049,251.827868852459,256.6553224874851,281.8705035971223,Szymon+_ywko+_2020-02-19_16-29-21.CSV,2020-02-19,16-29-21,0
249,0,624.0,2.44,130,142.0,0,0,81,101,24.2,90,133.0,9.781208617919573,12.69348439999688,284.6923076923077,282.17477138453256,296.30864197530866,Szymon+_ywko+_2019-10-22_18-03-23.CSV,2019-10-22,18-03-23,0
250,0,514.0,1.55,131,141.0,0,0,81,86,11.1,85,134.0,7.314960815575053,94.846087949743,451.1146963639825,451.1146963639825,545.9607843137255,Szymon+_ywko+_2019-11-23_15-33-55.CSV,2019-11-23,15-33-55,-1
251,0,2344.0,9.17,144,163.0,57,76,81,451,9.9,99,147.0,9.815585051272125,21.980106984530742,258.8470211816825,264.4395453165177,322.6830985915493,Szymon+_ywko+_2020-03-22_15-04-29.CSV,2020-03-22,15-04-29,0
252,0,2049.0,8.07,135,144.0,0,0,84,356,25.1,93,136.0,5.485185959896751,4.6131149233934,249.9255873015873,251.67821692724985,259.99236641221376,Szymon+_ywko+_2019-08-03_15-15-13.CSV,2019-08-03,15-15-13,0
253,0,242.00000000000003,0.95,137,141.0,0,0,81,42,30.1,83,137.0,4.271588600966351,0.0,261.5311203319502,261.5311203319502,261.5311203319502,Szymon+_ywko+_2019-08-28_18-02-01.CSV,2019-08-28,18-02-01,0
254,0,928.0,1.2,105,115.0,5,5,62,88,18.5,100,104.0,4.528686741367808,1483.360649864716,2574.504767511775,2574.504767511775,4057.8654173764903,Szymon+_ywko+_2019-12-28_10-42-10.CSV,2019-12-28,10-42-10,-1
255,0,776.0,2.12,138,190.0,0,0,77,134,23.4,100,140.0,20.38255416929144,6.093191839048576,362.297520661157,359.3498776204082,364.8884758364312,Szymon+_ywko+_2020-01-14_11-50-46.CSV,2020-01-14,11-50-46,-1
256,0,2122.0,0.88,86,104.0,10,5,49,95,28.4,67,86.0,5.501415559406544,0.0,1240.125412541254,1240.125412541254,1240.125412541254,Szymon+_ywko+_2020-01-18_13-07-19.CSV,2020-01-18,13-07-19,-1
257,0,472.00000000000006,1.86,140,148.0,6,10,81,86,21.5,86,141.0,7.469148426749739,16.33906112898508,258.2236765136005,258.2236765136005,274.56273764258555,Szymon+_ywko+_2019-11-16_16-44-16.CSV,2019-11-16,16-44-16,0
258,0,621.0,2.52,136,147.0,0,0,82,104,22.2,87,139.0,10.089580040329652,13.76902262461502,277.0735930735931,271.4678831678832,284.81467181467184,Szymon+_ywko+_2019-10-30_17-21-42.CSV,2019-10-30,17-21-42,0
