,Time,Distance,Avg HR,Max HR,Elev Gain,Elev Loss,Avg Run Cadence,Calories,Avg Temperature,Max Run Cadence,HR median,HR std,Pace std,Lap pace median,Avg Pace(s/km),Best Lap,File name,Date,Start time,Type
0,2868.0,9.74,138,156.0,71,74,78,506,27.2,90,144.0,13.079835394172878,145.90981188187055,261.95979852333875,310.88185946904923,741.5638977635783,Szymon+_ywko+_2020-01-29_18-42-32.CSV,2020-01-29,18-42-32,-1
0,511.00000000000006,2.02,135,145.0,0,0,82,88,20.2,92,138.0,8.74303568528461,11.358290792210255,258.61845339383626,258.61845339383626,269.9767441860465,Szymon+_ywko+_2019-12-26_12-58-23.CSV,2019-12-26,12-58-23,-1
0,1608.0,5.44,128,141.0,0,0,78,250,26.0,85,132.0,13.190383639071767,39.519057121458566,287.61021639161504,294.5283513027803,354.61333333333334,Szymon+_ywko+_2019-11-30_17-10-52.CSV,2019-11-30,17-10-52,-1
0,3123.0,0.7,120,162.0,5,5,57,398,22.2,103,116.0,15.139692210512257,0.0,326.87764253683537,326.87764253683537,326.87764253683537,Szymon+_ywko+_2020-01-23_11-24-19.CSV,2020-01-23,11-24-19,-1
0,5212.0,9.28,120,159.0,20,15,69,648,21.8,107,115.0,17.038986847598892,894.3760398784704,579.3415032679738,889.9558765767715,3261.257014590348,Szymon+_ywko+_2020-01-24_11-12-17.CSV,2020-01-24,11-12-17,-1
0,1532.0,6.1,142,153.0,0,0,81,288,20.5,85,144.0,9.350576488815289,4.068416483782446,254.16433534043537,253.52381554399304,257.8811475409836,Szymon+_ywko+_2020-05-22_12-49-07.CSV,2020-05-22,12-49-07,-1
0,2695.0,9.82,145,167.0,86,93,83,523,20.8,96,146.0,10.44063209268081,14.355718325007304,274.65211357634274,280.38340173199737,306.2815884476534,Szymon+_ywko+_2020-01-22_10-40-22.CSV,2020-01-22,10-40-22,-1
0,1567.0,6.21,140,152.0,32,30,83,291,20.7,89,141.0,7.054843926921877,7.024407373735097,249.26294820717132,250.24385273172646,265.0,Szymon+_ywko+_2020-01-17_10-24-04.CSV,2020-01-17,10-24-04,-1
0,2024.0000000000002,9.41,162,174.0,71,66,85,470,17.5,93,165.0,11.085446377404542,27.67508005896007,204.84708737864077,213.1790929737669,295.7513812154696,Szymon+_ywko+_2020-01-14_11-14-27.CSV,2020-01-14,11-14-27,-1
0,2357.0,6.86,139,167.0,35,36,74,419,10.1,100,142.0,15.86122750777291,86.95546964826805,427.5221238938053,404.6096378705873,485.5568513119534,Szymon+_ywko+_2020-01-06_13-48-05.CSV,2020-01-06,13-48-05,-1
0,5629.0,5.58,112,170.0,41,50,67,543,24.5,100,126.0,43.47597543879824,1263.817169119745,490.08292118979506,1149.4480105286023,3868.8024109014673,Szymon+_ywko+_2020-04-02_14-45-58.CSV,2020-04-02,14-45-58,-1
0,2071.0,10.49,167,174.0,20,21,84,505,17.6,100,169.0,7.260016856534875,5.623269286139905,192.88832487309645,194.10541760912972,210.8390243902439,Szymon+_ywko+_2019-11-16_16-01-42.CSV,2019-11-16,16-01-42,-1
0,5170.0,20.03,142,156.0,226,248,83,980,14.5,102,143.0,6.855656906960463,24.26504667833579,257.135659534973,259.9348565285569,332.4074074074074,Szymon+_ywko+_2020-01-19_10-36-35.CSV,2020-01-19,10-36-35,-1
0,200.0,0.48,131,158.0,0,0,72,32,14.3,94,134.0,14.757792161570237,0.0,676.9547738693467,676.9547738693467,676.9547738693467,Szymon+_ywko+_2019-11-23_14-35-53.CSV,2019-11-23,14-35-53,-1
0,5247.0,20.03,144,165.0,178,159,81,1011,25.8,98,144.0,7.6502295825898115,11.052630453086053,264.27402509024205,265.63675352492635,289.88129496402877,Szymon+_ywko+_2019-10-20_13-37-26.CSV,2019-10-20,13-37-26,-1
