"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:39.3","3:39.3","1.00","3:39","143","150","--","--","167","1.64","47","3:39","172","3:39.3","3:39"
"2","3:37.1","7:16.4","1.00","3:37","149","152","--","--","171","1.62","50","3:21","174","3:37","3:37"
"3","3:42.5","10:59","1.00","3:43","151","157","19","--","171","1.58","52","3:34","174","3:42.5","3:43"
"4","3:25.4","14:24","1.00","3:25","154","156","--","11","171","1.71","48","3:21","174","3:25.4","3:25"
"5","3:34.9","17:59","1.00","3:35","158","161","--","6","171","1.63","53","3:28","174","3:34","3:34"
"6","3:25.4","21:25","1.00","3:25","161","165","--","--","173","1.69","51","3:12","176","3:25.4","3:25"
"7","3:34.6","24:59","1.00","3:35","152","167","18","--","173","1.61","45","3:32","178","3:34","3:34"
"8","3:23.3","28:23","1.00","3:23","152","176","--","16","173","1.70","41","3:18","178","3:23.3","3:23"
"9","3:20.3","31:43","1.00","3:20","173","178","--","5","176","1.70","53","3:10","178","3:20","3:20"
"10","3:19.0","35:02","1.00","3:19","177","181","--","1","179","1.69","54","3:15","182","3:19","3:19"
"11","0:02.7","35:05","0.02","2:57","178","178","--","--","183","1.85","0","3:21","184","0:02.7","2:57"
"Podsumowanie","35:05","35:05","10.02","3:30","157","181","37","38","173","1.65","494","3:10","184","35:03","3:30"
