"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:35.1","3:35.1","1.00","3:35","137","152","--","--","169","1.65","44","3:24","175","3:34","3:34"
"2","3:43.1","7:18.2","1.00","3:43","141","147","14","--","171","1.57","47","3:25","174","3:43","3:43"
"3","3:34.7","10:53","1.00","3:35","142","144","5","--","171","1.64","45","3:33","174","3:34","3:34"
"4","3:31.6","14:24","1.00","3:32","139","148","--","16","171","1.66","41","3:30","174","3:31.6","3:32"
"5","3:31.0","17:55","1.00","3:31","142","171","--","--","173","1.64","41","3:18","180","3:31","3:31"
"6","3:29.9","21:25","1.00","3:30","171","177","--","--","174","1.64","57","3:22","178","3:29.9","3:30"
"7","3:42.2","25:08","1.00","3:42","170","174","18","--","174","1.55","59","3:31","178","3:41","3:41"
"8","3:33.6","28:41","1.00","3:34","170","172","--","12","172","1.63","57","3:31","176","3:33.6","3:34"
"9","3:30.3","32:11","1.00","3:30","170","174","--","10","173","1.65","56","3:25","176","3:29","3:29"
"10","3:30.6","35:42","1.00","3:31","170","175","--","--","177","1.61","56","3:18","180","3:30.6","3:31"
"11","0:02.9","35:45","0.01","3:22","169","169","--","--","175","1.69","0","3:41","175","0:02.9","3:22"
"Podsumowanie","35:45","35:45","10.01","3:34","155","177","37","38","173","1.62","503","3:18","180","35:41","3:34"
