"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:50.9","3:50.9","1.00","3:51","148","156","8","9","167","1.56","52","2:45","182","3:50","3:50"
"2","4:52.9","8:43.8","1.00","4:53","162","178","12","11","161","1.27","74","3:40","180","4:52.9","4:53"
"3","4:03.7","12:47","1.00","4:04","158","170","6","8","167","1.48","60","3:33","185","4:03.7","4:04"
"4","4:51.0","17:38","1.00","4:51","155","179","15","10","163","1.27","65","3:49","182","4:39","4:39"
"5","4:09.7","21:48","1.00","4:10","158","170","8","12","170","1.42","57","3:25","184","4:07","4:07"
"6","4:40.0","26:28","1.00","4:40","158","178","15","12","164","1.31","63","3:45","182","4:40.0","4:40"
"7","4:09.7","30:38","1.00","4:10","145","170","--","4","168","1.43","42","3:14","190","4:01","4:01"
"8","4:28.9","35:07","1.00","4:29","161","183","17","11","166","1.34","61","3:33","182","4:28.9","4:29"
"9","4:26.3","39:33","1.00","4:26","156","169","3","10","166","1.35","55","3:27","182","4:10","4:10"
"10","2:33.2","42:06","0.74","3:27","173","182","18","10","175","1.66","40","3:18","184","2:33","3:26"
"Podsumowanie","42:06","42:06","9.74","4:19","157","183","103","99","166","1.39","569","2:45","190","41:25","4:15"
