"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","0:45","0:45","0.22","3:25","125","144","12","--","180","1.62","7","3:02","194","0:45","3:25"
"2","0:45","1:30","0.19","4:00","143","152","--","--","159","1.57","10","3:23","184","0:44","3:55"
"3","0:45","2:15","0.25","3:02","142","144","--","11","178","1.85","10","2:55","188","0:45","3:02"
"4","0:45","3:00","0.18","4:07","142","146","--","--","164","1.49","10","2:57","188","0:45","4:07"
"5","0:45","3:45","0.25","3:03","143","145","--","--","182","1.80","9","3:00","186","0:45","3:03"
"6","0:45","4:30","0.17","4:30","143","148","--","--","168","1.32","10","3:02","186","0:45","4:30"
"7","0:45","5:15","0.21","3:39","156","178","19","--","181","1.52","10","3:20","190","0:45","3:39"
"8","0:45","6:00","0.16","4:34","167","175","--","7","165","1.33","12","3:47","176","0:45","4:34"
"9","0:45","6:45","0.25","3:01","165","169","--","12","180","1.84","11","3:07","186","0:45","3:01"
"10","0:45","7:30","0.16","4:36","166","170","14","--","167","1.31","11","3:22","183","0:45","4:36"
"11","0:45","8:15","0.25","3:00","167","171","--","7","179","1.87","12","3:03","185","0:45","3:00"
"12","0:45","9:00","0.17","4:24","164","169","--","--","164","1.39","11","3:12","178","0:45","4:24"
"13","0:45","9:45","0.23","3:14","164","167","--","6","182","1.70","11","3:14","187","0:45","3:14"
"14","0:45","10:30","0.19","4:01","164","169","--","--","166","1.50","11","3:16","182","0:44","3:56"
"15","0:45","11:15","0.20","3:46","169","174","10","--","183","1.45","12","3:22","187","0:45","3:46"
"16","0:45","12:00","0.14","5:16","156","172","9","--","157","1.21","11","3:31","187","0:44","5:09"
"17","0:45","12:45","0.24","3:07","154","168","--","7","181","1.77","10","3:13","187","0:44","3:03"
"18","0:45","13:30","0.17","4:23","165","171","--","11","164","1.39","12","3:05","185","0:45","4:23"
"19","0:45","14:15","0.24","3:09","167","172","13","--","183","1.74","11","3:18","189","0:45","3:09"
"20","0:45","15:00","0.17","4:26","167","172","--","7","161","1.40","11","3:16","183","0:45","4:26"
"21","0:45","15:45","0.24","3:06","165","170","--","7","183","1.76","11","3:04","187","0:45","3:06"
"22","0:45","16:30","0.13","5:55","166","169","--","--","164","1.03","11","3:10","189","0:45","5:55"
"23","0:45","17:15","0.25","3:02","167","170","--","--","188","1.76","11","3:01","194","0:45","3:02"
"24","0:05.2","17:20","0.03","3:24","169","169","--","--","189","1.55","1","3:00","189","0:05","3:18"
"Podsumowanie","17:20","17:20","4.67","3:43","158","178","76","76","173","1.55","246","2:55","194","17:16","3:42"
