"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","0:42.2","0:42.2","0.21","3:25","117","141","11","--","176","1.66","5","2:57","190","0:42","3:24"
"2","1:26.6","2:08.8","0.25","5:51","146","147","--","--","148","1.15","20","3:25","182","1:26.6","5:51"
"3","0:42.2","2:51.0","0.21","3:24","147","147","--","4","163","1.80","9","2:55","186","0:42","3:23"
"4","1:21.4","4:12.5","0.24","5:35","147","148","9","14","153","1.17","18","3:21","183","1:21","5:33"
"5","0:41.2","4:53.7","0.21","3:21","148","148","13","--","179","1.67","9","3:04","186","0:41","3:20"
"6","1:29.9","6:23.5","0.24","6:08","143","148","--","11","153","1.07","17","3:20","182","1:29.9","6:08"
"7","0:42.2","7:05.7","0.21","3:25","149","149","--","--","177","1.65","9","3:01","186","0:42","3:24"
"8","1:33.7","8:39.4","0.25","6:21","144","149","11","12","148","1.07","19","3:22","179","1:33.7","6:21"
"9","0:40.0","9:19.4","0.21","3:14","150","150","--","--","184","1.68","9","3:03","190","0:40.0","3:14"
"10","1:37.4","10:57","0.24","6:40","144","150","12","11","150","1.00","17","3:13","186","1:17","5:16"
"11","0:40.0","11:37","0.21","3:15","151","151","--","--","183","1.69","9","3:01","191","0:40.0","3:15"
"12","1:23.3","13:00","0.24","5:43","150","151","11","13","147","1.19","19","3:16","181","1:23","5:42"
"13","0:39.8","13:40","0.21","3:10","151","152","14","--","185","1.71","9","2:55","191","0:39.8","3:10"
"14","1:19.5","14:59","0.24","5:37","144","152","--","12","153","1.17","17","3:11","186","1:19","5:35"
"15","0:39.5","15:39","0.21","3:11","151","153","--","--","184","1.71","8","2:55","194","0:39.5","3:11"
"16","1:59.4","17:38","0.24","8:14","132","153","12","12","152","0.80","15","3:08","185","1:04","4:25"
"17","0:37.9","18:16","0.20","3:11","149","151","--","--","186","1.70","8","3:00","192","0:37.9","3:11"
"18","1:15.6","19:32","0.23","5:28","153","153","13","14","155","1.18","17","3:08","190","1:15","5:26"
"19","0:38.7","20:10","0.21","3:08","154","154","14","--","188","1.70","9","2:53","196","0:38.7","3:08"
"20","0:28.1","20:39","0.02","20:21","153","154","--","--","160","0.31","4","3:03","191","0:06","4:21"
"Podsumowanie","20:39","20:39","4.25","4:51","145","154","119","103","162","1.26","247","2:53","196","18:58","4:28"
