"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","0:46.3","0:46.3","0.19","4:03","107","128","--","--","175","1.41","4","3:31","192","0:45","3:56"
"2","1:22.9","2:09.2","0.22","6:18","129","135","10","11","153","1.04","14","3:46","192","1:22","6:14"
"3","0:46.3","2:55.5","0.19","3:58","129","130","--","--","177","1.43","8","3:20","190","0:46.3","3:58"
"4","1:25.3","4:20.9","0.23","6:13","133","138","10","10","155","1.04","16","3:38","188","1:24","6:07"
"5","0:45.6","5:06.4","0.20","3:49","129","129","--","--","172","1.52","7","3:09","187","0:45.6","3:49"
"6","1:23.0","6:29.4","0.22","6:11","132","138","11","11","157","1.03","15","3:31","187","1:23.0","6:11"
"7","0:45.0","7:14.3","0.20","3:50","136","138","--","--","180","1.44","8","3:19","193","0:45.0","3:50"
"8","1:21.7","8:36.1","0.22","6:18","135","138","8","8","156","1.02","15","3:36","193","1:21.7","6:18"
"9","0:48.8","9:24.8","0.20","3:58","136","137","--","--","177","1.42","8","3:21","188","0:48","3:54"
"10","1:20.6","10:45","0.22","6:13","136","138","9","9","156","1.03","15","3:48","184","1:20.6","6:13"
"11","0:46.2","11:32","0.19","4:01","135","137","--","--","177","1.40","8","3:25","192","0:46","4:00"
"12","1:22.1","12:54","0.23","5:55","143","161","11","10","156","1.09","16","3:32","190","1:22","5:54"
"13","0:44.9","13:39","0.19","3:55","145","150","--","--","179","1.42","9","3:12","194","0:44.9","3:55"
"14","1:21.9","15:00","0.23","5:57","155","174","6","6","156","1.08","19","3:22","194","1:21.9","5:57"
"15","0:44.1","15:45","0.19","3:52","154","171","--","--","180","1.44","10","3:08","194","0:44","3:51"
"16","1:20.0","17:05","0.23","5:46","148","153","10","11","155","1.12","17","3:27","192","1:20","5:46"
"17","0:43.4","17:48","0.19","3:47","149","154","--","--","182","1.45","9","3:12","197","0:43.4","3:47"
"18","1:21.1","19:09","0.23","5:58","155","167","10","10","155","1.08","18","3:25","197","1:21","5:57"
"19","0:42.7","19:52","0.19","3:47","159","176","--","--","180","1.47","9","3:10","194","0:42","3:43"
"20","1:22.5","21:14","0.07","18:53","162","181","11","--","113","0.47","20","3:21","182","1:08","15:34"
"Podsumowanie","21:14","21:14","4.03","5:16","141","181","96","86","162","1.16","245","3:08","197","20:54","5:11"
