"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:34.3","3:34.3","1.00","3:34","117","129","--","7","169","1.66","31","3:23","177","3:33","3:33"
"2","3:36.2","7:10.5","1.00","3:36","144","175","16","5","172","1.61","44","3:26","178","3:36","3:36"
"3","3:36.1","10:47","1.00","3:36","146","164","11","13","171","1.62","47","3:24","174","3:36","3:36"
"4","3:33.4","14:20","1.00","3:33","159","165","1","10","172","1.63","53","3:20","174","3:33.4","3:33"
"5","3:38.4","17:58","1.00","3:38","165","173","20","5","175","1.57","55","3:29","182","3:38","3:38"
"6","3:36.2","21:35","1.00","3:36","169","183","6","14","173","1.61","56","3:24","178","3:36","3:36"
"7","3:32.2","25:07","1.00","3:32","164","167","2","9","175","1.62","54","3:25","178","3:32","3:32"
"8","3:37.7","28:44","1.00","3:38","170","175","22","5","178","1.55","57","3:19","184","3:37.7","3:38"
"9","3:35.2","32:20","1.00","3:35","169","173","4","13","174","1.60","55","3:27","180","3:35","3:35"
"10","3:27.8","35:47","1.00","3:28","168","171","2","9","177","1.64","53","3:18","180","3:27.8","3:28"
"11","3:41.2","39:29","1.00","3:41","172","176","26","5","179","1.51","58","3:31","186","3:41","3:41"
"12","3:27.8","42:56","1.00","3:28","171","174","--","13","176","1.64","54","3:24","182","3:27.8","3:28"
"13","0:03.9","43:00","0.02","3:12","168","169","--","--","179","1.75","1","3:35","179","0:03.9","3:12"
"Podsumowanie","43:00","43:00","12.02","3:35","160","183","109","110","174","1.61","618","3:18","186","42:58","3:34"
