"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:36.5","4:36.5","1.00","4:36","141","145","--","4","163","1.33","59","3:56","168","4:36","4:36"
"2","4:27.3","9:03.7","1.00","4:27","145","152","--","6","163","1.38","59","3:48","169","4:27.3","4:27"
"3","4:12.2","13:16","1.00","4:12","146","149","--","--","164","1.45","55","3:45","173","4:11","4:11"
"4","4:18.2","17:34","1.00","4:18","146","149","5","--","165","1.41","55","4:12","168","4:18.2","4:18"
"5","4:20.1","21:54","1.00","4:20","144","151","12","8","163","1.42","52","4:04","167","4:19","4:19"
"6","4:14.7","26:09","1.00","4:15","146","149","--","12","163","1.44","52","3:56","169","4:14.7","4:15"
"7","4:16.0","30:25","1.00","4:16","152","168","6","--","165","1.42","56","4:08","168","4:16.0","4:16"
"8","4:07.1","34:32","1.00","4:07","149","155","--","--","165","1.47","51","3:53","175","4:06","4:06"
"9","4:13.2","38:45","1.00","4:13","147","152","--","--","166","1.43","48","4:01","169","4:13.2","4:13"
"10","4:13.1","42:58","1.00","4:13","151","158","--","--","168","1.41","52","4:05","172","4:13","4:13"
"11","4:12.2","47:11","1.00","4:12","145","154","6","2","166","1.43","44","3:48","174","4:10","4:10"
"12","1:05.1","48:16","0.27","3:58","147","153","2","--","167","1.51","11","3:52","170","1:05","3:58"
"Podsumowanie","48:16","48:16","11.27","4:17","147","168","31","31","165","1.42","594","3:45","175","48:09","4:16"
