"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:39.1","4:39.1","1.00","4:39","116","146","9","16","161","1.33","37","3:37","172","4:36","4:36"
"2","4:36.9","9:16.0","1.00","4:37","165","169","24","--","166","1.30","68","4:32","170","4:36.9","4:37"
"3","4:32.3","13:48","1.00","4:32","168","177","25","--","167","1.32","68","4:16","172","4:32","4:32"
"4","4:31.6","18:20","1.00","4:32","167","178","37","--","168","1.31","67","4:15","172","4:31.6","4:32"
"5","4:24.1","22:44","1.00","4:24","169","176","19","5","166","1.37","66","4:14","172","4:24","4:24"
"6","4:19.3","27:03","1.00","4:19","161","167","10","6","168","1.38","60","4:14","172","4:19.3","4:19"
"7","4:26.5","31:30","1.00","4:27","164","179","18","5","168","1.34","63","4:12","172","4:26.5","4:27"
"8","4:05.5","35:35","1.00","4:05","162","178","--","36","162","1.51","55","3:57","168","4:05","4:05"
"9","4:07.1","39:42","1.00","4:07","152","162","--","33","163","1.49","46","3:56","172","4:07","4:07"
"10","4:18.5","44:01","1.00","4:19","150","168","--","6","165","1.41","44","4:05","170","4:18","4:18"
"11","4:06.8","48:08","1.00","4:07","161","167","--","30","165","1.47","55","4:04","170","4:06.8","4:07"
"12","3:59.7","52:07","1.00","4:00","155","164","--","54","161","1.55","46","3:36","172","3:59.7","4:00"
"13","4:22.9","56:30","1.00","4:23","149","164","9","7","166","1.37","40","3:46","178","4:22.9","4:23"
"14","4:08.5","1:00:39","1.00","4:09","147","152","5","17","165","1.46","32","4:02","172","4:08.5","4:09"
"15","4:20.0","1:04:59","1.00","4:20","148","152","1","6","166","1.39","35","4:04","172","4:20.0","4:20"
"16","4:16.8","1:09:16","1.00","4:17","148","151","--","11","166","1.41","32","4:10","172","4:16.8","4:17"
"17","4:34.3","1:13:50","1.00","4:34","151","157","17","--","169","1.30","42","4:09","173","4:34","4:34"
"18","4:35.2","1:18:25","1.00","4:35","158","165","32","--","170","1.28","56","4:28","172","4:35","4:35"
"19","4:25.9","1:22:51","1.00","4:26","170","178","22","--","169","1.34","65","4:10","172","4:25.9","4:26"
"20","4:16.4","1:27:08","1.00","4:16","166","177","10","18","168","1.40","59","4:12","172","4:16.4","4:16"
"21","4:17.4","1:31:25","1.00","4:17","155","158","11","10","170","1.37","37","4:05","173","4:17","4:17"
"22","3:32.9","1:34:58","0.81","4:22","158","163","10","--","169","1.36","38","4:15","172","3:32.9","4:22"
"Podsumowanie","1:34:58","1:34:58","21.81","4:21","156","179","258","259","166","1.38","1,111","3:36","178","1:34:52","4:21"
