"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:58.7","3:58.7","1.00","3:59","146","167","8","12","166","1.52","51","3:20","188","3:58","3:58"
"2","3:50.6","7:49.3","1.00","3:51","160","169","16","9","169","1.54","56","3:16","182","3:50","3:50"
"3","3:58.1","11:47","1.00","3:58","164","170","10","6","168","1.50","60","3:24","184","3:58","3:58"
"4","3:56.1","15:44","1.00","3:56","166","173","9","19","166","1.53","60","3:09","181","3:53","3:53"
"5","3:53.4","19:37","1.00","3:53","166","177","4","9","169","1.53","58","3:12","186","3:53","3:53"
"6","3:55.1","23:32","1.00","3:55","170","180","23","4","169","1.51","60","3:23","186","3:55","3:55"
"7","4:11.6","27:44","1.00","4:12","168","173","6","18","166","1.44","63","3:09","180","4:11.6","4:12"
"8","1:15.3","28:59","0.37","3:25","171","176","--","--","176","1.66","19","2:59","186","1:15","3:24"
"9","0:07.9","29:07","0.04","3:22","172","173","--","--","175","1.69","2","3:01","185","0:07.9","3:22"
"Podsumowanie","29:07","29:07","7.41","3:56","163","180","75","77","168","1.52","429","2:59","188","29:02","3:55"
