"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:27.7","4:27.7","1.00","4:28","150","166","--","--","159","1.41","62","4:05","164","4:27","4:27"
"2","4:27.0","8:54.7","1.00","4:27","166","174","1","--","159","1.41","70","3:57","163","4:27.0","4:27"
"3","4:18.1","13:13","1.00","4:18","166","172","1","--","160","1.46","67","3:52","169","4:18.1","4:18"
"4","4:10.9","17:24","1.00","4:11","167","173","--","4","160","1.49","65","3:56","168","4:10.9","4:11"
"5","4:10.7","21:34","1.00","4:11","170","173","--","--","161","1.49","66","4:02","172","4:10.7","4:11"
"6","4:02.7","25:37","1.00","4:03","168","176","--","--","161","1.53","63","3:47","168","4:02","4:02"
"7","4:01.4","29:39","1.00","4:01","149","160","--","8","161","1.55","44","3:46","166","4:01","4:01"
"8","4:06.5","33:45","1.00","4:06","154","163","10","--","162","1.50","52","4:04","165","4:06.5","4:07"
"9","4:03.2","37:48","1.00","4:03","157","162","--","4","163","1.52","55","4:02","165","4:03.2","4:03"
"10","4:01.0","41:49","1.00","4:01","161","172","--","--","164","1.52","56","3:45","170","4:00","4:00"
"11","4:00.3","45:49","1.00","4:00","172","175","2","--","163","1.53","63","3:53","167","4:00.3","4:00"
"12","3:56.4","49:46","1.00","3:56","172","180","3","--","163","1.55","62","3:32","172","3:55","3:55"
"13","0:02.1","49:48","0.01","3:19","172","172","--","--","167","1.82","0","3:49","167","0:02","3:07"
"Podsumowanie","49:48","49:48","12.01","4:09","163","180","16","16","161","1.50","725","3:32","172","49:44","4:08"
