"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:00","3:00","0.85","3:32","139","155","8","12","174","1.62","36","3:23","185","3:00","3:32"
"2","3:00","6:00","0.59","5:05","150","155","--","--","160","1.23","42","3:38","173","3:00","5:05"
"3","3:00","9:00","0.87","3:27","161","176","--","7","176","1.65","44","3:23","181","3:00","3:27"
"4","3:00","12:00","0.57","5:15","151","165","7","--","160","1.19","41","3:23","175","3:00","5:15"
"5","3:00","15:00","0.87","3:26","153","158","7","7","177","1.65","41","3:09","181","3:00","3:26"
"6","3:00","18:00","0.56","5:19","152","158","--","6","158","1.19","41","3:33","175","3:00","5:19"
"7","3:00","21:00","0.86","3:30","170","180","14","5","175","1.63","46","3:14","181","3:00","3:30"
"8","3:00","24:00","0.32","9:25","147","176","--","--","151","0.70","34","3:24","179","2:35","8:07"
"9","3:00","27:00","0.89","3:23","147","154","7","10","177","1.67","34","3:09","183","3:00","3:23"
"10","3:00","30:00","0.58","5:09","148","152","--","7","157","1.24","35","3:29","175","3:00","5:09"
"11","3:00","33:00","0.93","3:14","156","163","7","8","179","1.73","41","3:10","185","3:00","3:14"
"12","3:00","36:00","0.49","6:10","146","161","8","--","154","1.06","32","3:10","175","3:00","6:09"
"13","3:00","39:00","0.92","3:15","151","158","8","16","179","1.72","36","3:03","185","3:00","3:15"
"14","3:00","42:00","0.49","6:04","147","152","8","--","152","1.08","32","3:16","181","3:00","6:04"
"15","3:00","45:00","0.92","3:16","154","162","7","7","179","1.71","38","3:05","185","3:00","3:16"
"16","3:00","48:00","0.24","12:35","138","153","4","--","136","0.58","21","3:22","174","2:53","12:06"
"17","3:00","51:00","0.97","3:07","138","143","8","9","181","1.78","20","3:02","188","3:00","3:07"
"18","3:00","54:00","0.50","6:03","140","152","--","9","148","1.12","22","3:06","181","2:54","5:51"
"19","3:00","57:00","0.97","3:05","147","153","8","8","182","1.78","30","2:54","189","3:00","3:05"
"20","0:06.5","57:07","0.02","5:12","148","149","--","--","183","1.05","0","2:57","183","0:06","4:46"
"Podsumowanie","57:07","57:07","13.40","4:16","149","180","101","112","167","1.38","666","2:54","189","56:28","4:13"
