"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:14.6","4:14.6","1.00","4:15","132","156","23","--","163","1.45","48","3:46","175","4:14","4:14"
"2","3:58.9","8:13.5","1.00","3:59","138","153","--","10","166","1.51","48","3:35","173","3:57","3:57"
"3","4:02.5","12:16","1.00","4:03","149","153","--","8","165","1.50","56","3:47","171","4:02","4:02"
"4","4:09.2","16:25","1.00","4:09","161","168","13","--","165","1.46","64","3:59","169","4:09","4:09"
"5","4:04.6","20:30","1.00","4:05","161","168","7","2","165","1.48","62","3:58","169","4:04.6","4:05"
"6","4:04.8","24:35","1.00","4:05","159","167","--","3","165","1.48","61","4:01","169","4:04.8","4:05"
"7","4:05.7","28:40","1.00","4:06","164","168","3","5","165","1.48","63","4:02","169","4:05","4:05"
"8","4:02.3","32:43","1.00","4:02","153","162","--","2","164","1.51","52","3:51","169","4:02","4:02"
"9","3:59.1","36:42","1.00","3:59","153","166","2","--","165","1.52","51","3:44","169","3:58","3:58"
"10","3:59.8","40:42","1.00","4:00","164","169","--","1","166","1.51","61","3:55","169","3:59.8","4:00"
"11","3:59.9","44:41","1.00","4:00","159","169","--","--","166","1.50","53","3:44","174","3:59","3:59"
"12","3:58.3","48:40","1.00","3:58","164","168","--","--","166","1.51","60","3:57","168","3:58","3:58"
"13","3:58.5","52:38","1.00","3:58","165","169","1","--","165","1.52","60","3:45","168","3:58.5","3:59"
"14","3:59.8","56:38","1.00","4:00","166","171","8","--","166","1.51","61","3:55","169","3:59.8","4:00"
"15","4:00.0","1:00:38","1.00","4:00","166","170","--","6","167","1.50","61","3:55","170","4:00","4:00"
"16","3:59.7","1:04:38","1.00","4:00","167","172","--","--","167","1.50","61","3:55","170","3:59","3:59"
"17","3:57.2","1:08:35","1.00","3:57","166","170","--","9","166","1.53","59","3:54","168","3:57","3:57"
"18","3:59.7","1:12:35","1.00","4:00","166","170","6","7","167","1.50","61","3:50","171","3:59.7","4:00"
"19","3:59.7","1:16:34","1.00","4:00","168","172","15","--","168","1.49","61","3:56","172","3:59.7","4:00"
"20","3:48.4","1:20:23","1.00","3:48","169","180","--","21","167","1.57","58","3:37","170","3:48.4","3:48"
"21","0:01.2","1:20:24","0.00","4:29","169","169","--","--","162","1.37","0","3:44","162","0:01","3:53"
"Podsumowanie","1:20:24","1:20:24","20.00","4:01","159","180","79","75","166","1.50","1,161","3:35","175","1:20:16","4:01"
