"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:13.1","3:13.1","1.03","3:08","134","155","6","3","174","1.83","35","2:59","230","3:13.1","3:08"
"2","3:25.2","6:38.3","0.26","13:24","127","149","--","--","118","0.63","33","3:02","174","3:21","13:08"
"3","3:07.6","9:45.9","1.04","3:00","156","175","1","3","174","1.92","43","2:45","187","3:07.6","3:00"
"4","3:15.3","13:01","0.19","17:35","141","167","--","--","120","0.47","37","2:55","176","2:54","15:40"
"5","3:04.6","16:06","1.03","3:00","153","167","1","3","177","1.89","40","2:44","192","3:04","2:59"
"6","3:48.7","19:54","0.20","18:56","134","157","3","--","113","0.47","36","3:00","176","2:58","14:44"
"7","2:58.7","22:53","1.05","2:50","154","169","--","2","180","1.96","39","2:43","191","2:58.7","2:50"
"8","4:36.8","27:30","0.18","26:22","135","160","2","--","117","0.33","40","2:46","184","2:20","13:20"
"9","2:51.9","30:22","1.04","2:46","157","172","1","3","181","2.00","38","2:38","194","2:51.9","2:46"
"10","4:00.5","34:22","0.21","18:56","138","167","--","--","116","0.45","36","2:46","184","3:04","14:29"
"11","2:45.1","37:07","1.05","2:38","159","178","2","3","185","2.06","36","2:33","191","2:45","2:38"
"12","2:25.9","39:33","0.06","37:27","146","167","2","--","125","0.21","27","2:33","188","0:36","9:15"
"Podsumowanie","39:33","39:33","7.32","5:24","143","178","18","15","155","1.12","440","2:33","230","33:13","4:32"
