"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:08.2","4:08.2","1.00","4:08","141","170","2","--","160","1.51","53","3:46","166","4:08","4:08"
"2","3:58.6","8:06.8","1.00","3:59","155","186","3","--","161","1.56","60","3:50","167","3:58.6","3:59"
"3","3:58.9","12:06","1.00","3:59","158","184","--","--","162","1.55","61","3:55","167","3:58.9","3:59"
"4","3:25.6","15:31","1.00","3:26","161","170","4","--","171","1.70","52","2:54","182","3:25","3:25"
"5","3:32.9","19:04","1.00","3:33","157","178","--","5","168","1.68","51","2:42","189","3:32.9","3:33"
"6","3:55.0","22:59","1.00","3:55","170","179","--","2","164","1.55","64","3:43","169","3:55","3:55"
"7","3:53.9","26:53","1.00","3:54","174","180","--","--","165","1.56","65","3:50","170","3:53.9","3:54"
"8","3:56.2","30:49","1.00","3:56","174","179","--","3","165","1.54","65","3:50","167","3:56","3:56"
"9","2:06.0","32:55","0.62","3:23","175","179","4","--","172","1.72","35","2:40","188","2:06","3:23"
"Podsumowanie","32:55","32:55","8.62","3:49","162","186","12","11","165","1.59","506","2:40","189","32:54","3:49"
