"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","1:12.2","1:12.2","0.21","5:40","146","152","--","--","156","1.13","15","2:59","180","1:12.2","5:40"
"2","0:33.4","1:45.6","0.20","2:45","152","159","--","--","179","2.04","8","2:52","186","0:33.4","2:45"
"3","1:05.6","2:51.2","0.21","5:17","156","163","--","3","157","1.21","16","2:51","180","1:05","5:14"
"4","0:33.3","3:24.5","0.20","2:43","156","158","--","--","178","2.06","8","2:49","184","0:33.3","2:43"
"5","1:09.8","4:34.3","0.20","5:44","155","160","--","--","157","1.11","17","2:47","180","1:09","5:40"
"6","0:31.6","5:05.9","0.20","2:35","158","161","4","--","183","2.11","8","2:37","188","0:31.6","2:35"
"7","1:08.8","6:14.7","0.22","5:15","156","163","--","--","158","1.21","17","2:37","188","1:08.8","5:15"
"8","0:31.9","6:46.6","0.20","2:36","158","159","--","--","180","2.13","8","2:42","190","0:31.9","2:36"
"9","1:11.2","7:57.9","0.21","5:46","156","160","--","4","158","1.10","17","2:44","184","1:11","5:45"
"10","0:32.6","8:30.5","0.21","2:39","154","157","--","--","182","2.08","7","2:42","187","0:32.6","2:39"
"11","1:12.5","9:43.0","0.21","5:53","156","162","--","--","156","1.09","17","2:42","186","1:12","5:51"
"12","0:32.9","10:16","0.21","2:39","149","154","2","--","179","2.10","7","2:39","186","0:32.9","2:39"
"13","1:06.9","11:23","0.21","5:12","155","159","--","--","158","1.22","16","2:39","184","1:06.9","5:11"
"14","0:32.5","11:55","0.20","2:43","155","158","--","--","179","2.06","7","2:42","186","0:32","2:40"
"15","1:08.3","13:04","0.22","5:16","159","162","--","--","158","1.20","17","2:41","184","1:08.3","5:16"
"16","0:32.8","13:36","0.20","2:45","161","166","--","--","182","2.00","8","2:45","190","0:32","2:41"
"17","1:10.1","14:46","0.21","5:33","162","167","--","--","158","1.14","17","2:45","186","1:10","5:33"
"18","0:33.3","15:20","0.20","2:43","158","161","--","--","178","2.07","8","2:49","186","0:33.3","2:43"
"19","1:08.8","16:29","0.21","5:26","158","162","--","--","157","1.17","16","2:49","186","1:08.8","5:26"
"20","0:33.1","17:02","0.20","2:46","158","163","--","--","181","2.00","7","2:47","188","0:33","2:45"
"21","1:10.8","18:12","0.21","5:39","161","168","--","--","156","1.14","18","2:47","184","1:10.8","5:38"
"22","0:32.9","18:45","0.20","2:43","148","152","--","--","182","2.01","6","2:44","190","0:32","2:39"
"23","1:10.9","19:56","0.21","5:36","157","166","--","--","157","1.14","16","2:43","186","1:10.9","5:36"
"24","0:32.7","20:29","0.21","2:38","162","171","--","--","181","2.10","7","2:44","189","0:32.7","2:38"
"25","1:10.6","21:40","0.21","5:33","161","171","--","--","157","1.14","18","2:45","182","1:10.6","5:33"
"26","0:32.8","22:12","0.20","2:44","157","161","--","--","181","2.02","7","2:43","188","0:32","2:40"
"27","1:12.0","23:24","0.21","5:41","158","165","--","--","157","1.12","17","2:46","184","1:12.0","5:41"
"28","0:32.3","23:57","0.21","2:37","156","173","--","--","182","2.10","7","2:39","188","0:32.3","2:37"
"29","1:08.4","25:05","0.21","5:25","163","174","--","--","155","1.19","17","2:34","190","1:08","5:23"
"30","0:31.7","25:37","0.20","2:36","160","163","--","--","184","2.09","7","2:35","192","0:31.7","2:36"
"31","1:09.3","26:46","0.20","5:39","159","165","--","--","159","1.11","16","2:37","186","1:09","5:37"
"32","0:30.8","27:17","0.20","2:32","158","166","--","--","184","2.15","7","2:34","192","0:30.8","2:32"
"33","1:08.2","28:25","0.21","5:29","162","167","--","--","160","1.14","17","2:31","188","1:08","5:28"
"34","0:31.6","28:57","0.20","2:35","162","170","--","--","183","2.12","7","2:37","191","0:31.6","2:35"
"35","1:06.7","30:04","0.22","5:10","164","170","--","--","160","1.21","17","2:38","186","1:06.7","5:10"
"36","0:31.3","30:35","0.20","2:36","163","172","--","--","184","2.08","7","2:35","191","0:31","2:35"
"37","1:06.1","31:41","0.21","5:17","166","173","--","--","159","1.19","17","2:35","190","1:06","5:16"
"38","0:29.4","32:10","0.20","2:30","166","175","--","--","189","2.10","7","2:23","197","0:29","2:28"
"39","0:08.2","32:19","0.04","3:24","175","176","--","--","197","1.49","2","2:23","197","0:08.2","3:24"
"Podsumowanie","32:19","32:19","7.88","4:06","158","176","6","7","165","1.45","458","2:23","197","32:11","4:05"
