"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:14.0","4:14.0","1.00","4:14","138","152","2","--","160","1.48","52","4:02","167","4:14.0","4:14"
"2","4:08.9","8:22.9","1.00","4:09","146","155","5","--","160","1.50","55","4:05","166","4:08.9","4:09"
"3","4:10.2","12:33","1.00","4:10","147","155","4","--","162","1.48","56","3:51","184","4:10.2","4:10"
"4","4:10.5","16:44","1.00","4:11","152","165","13","--","162","1.48","57","3:39","171","4:10.5","4:11"
"5","3:59.6","20:43","1.00","4:00","166","172","--","--","163","1.53","61","3:54","167","3:59","3:59"
"6","3:58.8","24:42","1.00","3:59","167","172","--","6","161","1.56","62","3:51","165","3:58.8","3:59"
"7","3:51.5","28:34","1.00","3:51","172","178","--","4","164","1.58","61","3:43","170","3:51.5","3:51"
"8","3:50.2","32:24","1.00","3:50","176","179","2","--","164","1.59","62","3:44","167","3:50","3:50"
"9","3:40.1","36:04","1.00","3:40","175","180","--","10","165","1.65","59","3:12","179","3:40","3:40"
"10","3:29.7","39:34","1.00","3:30","181","185","--","4","168","1.70","59","3:26","172","3:29.7","3:30"
"11","2:56.0","42:30","0.88","3:20","185","190","--","--","170","1.76","51","2:56","189","2:56","3:20"
"Podsumowanie","42:30","42:30","10.88","3:54","163","190","26","24","163","1.57","635","2:56","189","42:29","3:54"
