"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:32.6","3:32.6","1.00","3:33","137","147","9","12","175","1.62","41","3:23","190","3:32","3:32"
"2","4:31.6","8:04.3","1.00","4:32","142","152","17","11","165","1.34","57","3:23","186","4:31","4:31"
"3","3:47.3","11:52","1.00","3:47","142","147","7","6","172","1.53","46","3:17","179","3:47.3","3:47"
"4","4:02.3","15:54","1.00","4:02","154","176","10","10","168","1.48","54","3:17","183","4:02","4:02"
"5","4:11.8","20:06","1.00","4:12","173","180","16","6","171","1.39","66","3:16","181","4:11.8","4:12"
"6","3:35.1","23:41","1.00","3:35","167","178","--","17","172","1.62","54","3:13","184","3:34","3:34"
"7","4:25.0","28:06","1.00","4:25","168","182","17","10","167","1.36","67","3:15","182","4:25.0","4:25"
"8","3:22.8","31:29","1.00","3:23","171","178","--","8","177","1.67","52","3:15","184","3:22.8","3:23"
"9","4:47.2","36:16","1.00","4:47","142","178","18","12","164","1.28","38","3:23","184","4:47","4:47"
"10","3:48.4","40:04","1.00","3:48","142","162","17","6","174","1.51","31","3:10","185","3:48","3:48"
"11","4:04.9","44:09","1.00","4:05","153","167","8","20","168","1.45","48","3:11","191","4:04.9","4:05"
"12","4:25.9","48:35","1.00","4:26","163","181","17","11","168","1.34","61","3:13","183","4:24","4:24"
"13","3:31.4","52:06","1.00","3:31","168","182","8","15","177","1.60","49","3:16","186","3:31.4","3:31"
"14","4:46.4","56:53","1.00","4:46","159","181","14","10","166","1.26","59","3:18","192","4:46","4:46"
"15","3:44.8","1:00:38","1.00","3:45","159","171","18","7","174","1.54","47","3:15","184","3:44.8","3:45"
"16","4:21.0","1:04:59","1.00","4:21","146","161","9","24","168","1.37","31","2:54","195","4:19","4:19"
"17","2:08.4","1:07:07","0.61","3:32","147","149","7","3","183","1.55","15","3:09","186","2:08.4","3:31"
"Podsumowanie","1:07:07","1:07:07","16.61","4:02","155","182","193","189","170","1.45","816","2:54","195","1:06:59","4:02"
