"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:25.2","4:25.2","1.00","4:25","132","158","--","2","162","1.40","51","4:02","171","4:25","4:25"
"2","4:15.6","8:40.7","1.00","4:16","146","152","--","--","164","1.43","58","4:08","167","4:15","4:15"
"3","4:17.5","12:58","1.00","4:17","146","152","6","6","164","1.42","57","3:56","174","4:17.5","4:17"
"4","4:13.8","17:12","1.00","4:14","144","150","--","4","164","1.44","53","4:10","167","4:13.8","4:14"
"5","4:01.7","21:14","1.00","4:02","137","159","9","--","167","1.49","43","3:14","190","4:01.7","4:02"
"6","3:50.3","25:04","1.00","3:50","143","167","24","--","170","1.54","45","3:17","182","3:50","3:50"
"7","3:54.1","28:58","1.00","3:54","144","156","--","13","168","1.52","46","3:13","181","3:54","3:54"
"8","3:42.5","32:41","1.00","3:42","148","153","--","6","171","1.58","47","3:05","184","3:42.5","3:42"
"9","3:53.9","36:35","1.00","3:54","148","155","15","--","174","1.48","48","3:06","186","3:53","3:53"
"10","3:41.0","40:16","1.00","3:41","147","149","--","15","171","1.59","43","3:08","183","3:41","3:41"
"11","3:39.4","43:55","1.00","3:39","150","164","--","5","173","1.58","46","3:01","185","3:39","3:39"
"12","3:54.1","47:49","1.00","3:54","147","157","2","2","170","1.50","45","3:15","183","3:54","3:54"
"13","4:11.6","52:01","1.00","4:12","151","155","--","2","166","1.44","52","4:00","170","4:11","4:11"
"14","4:16.7","56:17","1.00","4:17","148","155","6","13","166","1.41","48","4:05","170","4:16.7","4:17"
"15","4:22.7","1:00:40","1.00","4:23","140","149","5","4","166","1.37","37","4:09","170","4:22.7","4:23"
"16","4:12.3","1:04:52","1.00","4:12","146","150","4","--","166","1.43","42","4:03","170","4:12","4:12"
"17","2:03.1","1:06:55","0.48","4:15","158","182","--","--","167","1.40","27","3:53","172","2:03","4:15"
"Podsumowanie","1:06:55","1:06:55","16.48","4:04","145","182","71","72","167","1.47","788","3:01","190","1:06:52","4:03"
