"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:07.1","4:07.1","1.00","4:07","137","147","9","10","163","1.49","47","3:34","172","4:06","4:06"
"2","2:43.9","6:51.1","0.62","4:24","148","161","13","--","164","1.38","35","4:41","176","2:43.9","4:24"
"3","4:02.2","10:53","1.00","4:02","153","157","--","12","165","1.50","56","4:47","172","4:02.2","4:02"
"4","2:46.4","13:40","0.66","4:13","154","157","14","12","166","1.42","38","4:39","174","2:46","4:13"
"5","3:45.4","17:25","1.00","3:45","156","170","--","6","166","1.61","52","4:09","174","3:45","3:45"
"6","3:00.9","20:26","0.74","4:06","165","175","17","12","167","1.46","44","3:47","178","3:00.9","4:06"
"7","3:54.5","24:20","1.00","3:54","165","171","--","5","165","1.55","58","4:00","172","3:54.5","3:54"
"8","2:51.6","27:12","0.69","4:09","167","176","15","9","167","1.44","42","3:45","178","2:51","4:08"
"9","3:33.1","30:45","0.91","3:53","166","171","--","3","165","1.56","52","3:49","174","3:33","3:53"
"Podsumowanie","30:45","30:45","7.62","4:02","156","176","68","68","165","1.50","424","3:34","178","30:42","4:02"
