"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:00","3:00","0.88","3:25","140","152","3","--","174","1.68","36","3:10","194","2:59","3:24"
"2","3:00","6:00","0.62","4:51","146","148","--","--","160","1.29","39","3:26","174","3:00","4:51"
"3","3:00","9:00","0.87","3:26","144","155","4","2","177","1.65","38","3:13","183","3:00","3:26"
"4","3:00","12:00","0.64","4:40","145","149","--","5","161","1.33","38","3:17","179","3:00","4:40"
"5","3:00","15:00","0.89","3:23","149","154","3","--","178","1.66","39","3:15","183","3:00","3:23"
"6","3:00","18:00","0.65","4:38","157","170","--","--","162","1.33","42","3:28","174","3:00","4:38"
"7","3:00","21:00","0.87","3:26","159","166","--","--","178","1.64","43","3:05","183","3:00","3:26"
"8","3:00","24:00","0.64","4:42","149","158","--","4","163","1.31","38","3:23","178","3:00","4:42"
"9","3:00","27:00","0.91","3:18","153","158","2","--","179","1.69","39","2:58","188","3:00","3:18"
"10","3:00","30:00","0.60","4:59","147","154","--","--","158","1.27","34","3:23","177","3:00","4:59"
"11","3:00","33:00","0.91","3:18","149","172","--","--","180","1.68","34","2:57","189","3:00","3:18"
"12","3:00","36:00","0.59","5:06","148","171","2","--","157","1.25","34","3:26","177","3:00","5:06"
"13","3:00","39:00","0.95","3:10","148","156","--","3","181","1.74","34","3:01","188","3:00","3:10"
"14","3:00","42:00","0.58","5:08","147","155","3","--","158","1.23","32","3:13","181","3:00","5:08"
"15","3:00","45:00","0.94","3:11","152","159","--","2","183","1.72","36","3:00","187","2:59","3:10"
"16","3:00","48:00","0.57","5:14","145","156","3","--","157","1.22","29","3:13","183","3:00","5:14"
"17","3:00","51:00","0.98","3:04","155","166","--","1","188","1.73","37","2:54","193","3:00","3:04"
"18","0:05.3","51:05","0.03","3:00","152","152","--","--","193","1.72","1","3:02","193","0:05","2:51"
"Podsumowanie","51:05","51:05","13.12","3:54","149","172","18","17","170","1.49","623","2:54","194","51:03","3:54"
