"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:44.0","4:44.0","1.00","4:44","146","161","27","29","158","1.34","62","4:44","162","4:44","4:44"
"2","4:35.5","9:19.5","1.00","4:35","156","164","5","4","161","1.35","67","4:13","163","4:35","4:35"
"3","4:36.4","13:56","1.00","4:36","154","160","--","4","160","1.36","65","4:10","163","4:36.4","4:36"
"4","4:36.4","18:32","1.00","4:36","158","163","3","4","161","1.35","67","4:25","167","4:36","4:36"
"5","4:26.8","22:59","1.00","4:27","154","160","10","6","162","1.39","61","4:20","165","4:26.8","4:27"
"6","4:20.0","27:19","1.00","4:20","150","156","10","--","163","1.41","55","4:08","168","4:20.0","4:20"
"7","4:22.0","31:41","1.00","4:22","151","166","5","8","161","1.42","53","4:13","165","4:21","4:21"
"8","4:16.1","35:57","1.00","4:16","149","157","3","5","163","1.44","49","4:03","168","4:16","4:16"
"9","4:24.9","40:22","1.00","4:25","147","151","--","--","162","1.40","48","4:10","165","4:24.9","4:25"
"10","4:17.9","44:40","1.00","4:18","148","152","5","--","162","1.44","46","4:09","167","4:17","4:17"
"11","4:21.4","49:01","1.00","4:21","151","166","12","15","162","1.42","51","4:07","168","4:21.4","4:21"
"12","4:20.3","53:22","1.00","4:20","151","155","17","8","162","1.43","50","4:07","167","4:20","4:20"
"13","4:23.6","57:45","1.00","4:24","144","153","4","5","161","1.41","38","4:14","165","4:23","4:23"
"14","4:21.5","1:02:07","1.00","4:21","147","152","7","18","161","1.42","41","4:08","170","4:21.5","4:21"
"15","4:15.3","1:06:22","1.00","4:15","145","148","15","12","161","1.46","36","4:06","165","4:15","4:15"
"16","4:24.0","1:10:46","1.00","4:24","146","149","--","3","161","1.41","40","4:10","163","4:24.0","4:24"
"17","4:18.8","1:15:05","1.00","4:19","149","153","10","9","162","1.44","43","4:10","165","4:18.8","4:19"
"18","4:13.9","1:19:19","1.00","4:14","148","154","5","5","162","1.46","40","4:07","165","4:13.9","4:14"
"19","4:11.2","1:23:30","1.00","4:11","150","154","8","13","163","1.46","42","4:03","169","4:11","4:11"
"20","4:16.4","1:27:46","1.00","4:16","151","160","12","8","163","1.44","44","4:06","167","4:16","4:16"
"21","4:17.1","1:32:04","1.00","4:17","152","155","--","9","163","1.43","46","4:13","165","4:17.1","4:17"
"22","4:10.5","1:36:14","1.00","4:11","151","155","--","--","163","1.47","41","3:59","167","4:10","4:10"
"23","4:19.2","1:40:33","1.00","4:19","152","155","3","3","163","1.42","44","4:10","165","4:19","4:19"
"24","4:27.5","1:45:01","1.00","4:28","154","164","--","--","164","1.37","49","4:16","167","4:27.5","4:28"
"25","4:09.5","1:49:10","1.00","4:10","151","158","44","30","164","1.46","40","3:57","168","4:09","4:09"
"26","4:23.8","1:53:34","1.00","4:24","150","155","--","5","165","1.38","37","4:18","168","4:23.8","4:24"
"27","4:14.0","1:57:48","1.00","4:14","151","157","15","7","165","1.43","36","4:06","170","4:14","4:14"
"28","4:37.0","2:02:25","1.00","4:37","148","154","16","6","165","1.31","32","3:57","170","4:37","4:37"
"29","4:16.6","2:06:42","1.00","4:17","155","167","7","28","166","1.41","46","3:56","171","4:16","4:16"
"30","4:08.2","2:10:50","1.00","4:08","152","163","4","4","166","1.46","36","3:48","168","4:08","4:08"
"31","0:03.6","2:10:54","0.01","4:06","155","156","--","--","166","1.47","0","4:14","167","0:03.6","4:06"
"Podsumowanie","2:10:54","2:10:54","30.01","4:22","150","167","246","244","162","1.41","1,405","3:48","171","2:10:47","4:21"
