"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:32.8","3:32.8","1.03","3:26","134","155","--","--","168","1.73","39","3:17","173","3:32","3:25"
"2","3:32.6","7:05.4","1.05","3:23","142","146","--","--","169","1.75","44","3:17","172","3:32","3:23"
"3","3:28.8","10:34","1.04","3:20","141","145","--","--","169","1.77","42","3:16","172","3:28.8","3:20"
"4","3:28.9","14:03","1.05","3:20","144","163","--","--","170","1.77","42","3:16","172","3:28.9","3:20"
"5","3:26.7","17:30","1.04","3:18","135","144","--","--","171","1.77","34","3:11","173","3:26.7","3:18"
"6","3:25.7","20:56","1.05","3:17","136","139","--","--","171","1.78","33","3:14","174","3:25","3:16"
"7","3:23.2","24:19","1.04","3:15","137","140","--","1","172","1.78","33","3:12","176","3:23.2","3:15"
"8","3:23.0","27:42","1.05","3:14","135","141","1","--","174","1.78","31","3:13","176","3:23.0","3:14"
"9","3:17.8","31:00","1.04","3:10","128","136","--","1","177","1.78","24","3:06","180","3:17","3:09"
"10","3:14.4","34:14","1.07","3:02","126","129","--","--","180","1.83","21","2:58","184","3:14.4","3:02"
"Podsumowanie","34:14","34:14","10.45","3:17","136","163","1","1","172","1.77","343","2:58","184","34:11","3:16"
