"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:38.5","4:38.5","1.00","4:38","134","145","--","3","162","1.33","52","3:13","174","4:38","4:38"
"2","4:22.0","9:00.5","1.00","4:22","143","149","--","--","162","1.42","55","3:04","169","4:22","4:22"
"3","4:15.6","13:16","1.00","4:16","144","147","6","7","161","1.46","53","3:54","167","4:15.6","4:16"
"4","4:15.7","17:32","1.00","4:16","146","149","--","4","165","1.42","53","4:03","177","4:15","4:15"
"5","4:20.4","21:52","1.00","4:20","149","169","11","--","162","1.42","56","4:21","174","4:20.4","4:20"
"6","4:18.1","26:10","1.00","4:18","146","149","--","--","162","1.43","52","4:09","165","4:18","4:18"
"7","4:17.4","30:28","1.00","4:17","152","160","5","2","162","1.44","55","4:05","167","4:17","4:17"
"8","4:07.6","34:35","1.00","4:08","155","161","15","--","164","1.48","56","3:38","168","4:07","4:07"
"9","4:04.9","38:40","1.00","4:05","151","154","--","19","158","1.55","50","3:48","169","4:04.9","4:05"
"10","4:13.2","42:53","1.00","4:13","151","166","--","--","164","1.45","51","3:46","171","4:13","4:13"
"11","4:13.0","47:06","1.00","4:13","152","155","2","9","164","1.44","50","4:05","171","4:13","4:13"
"12","4:12.5","51:19","1.00","4:12","154","157","2","--","163","1.45","52","4:05","171","4:12","4:12"
"13","4:16.0","55:35","1.00","4:16","148","157","6","--","166","1.42","45","3:59","176","4:12","4:12"
"14","4:08.5","59:43","1.00","4:09","150","153","--","5","166","1.46","45","3:38","173","4:08.5","4:09"
"15","4:04.2","1:03:48","1.00","4:04","154","158","2","--","164","1.50","48","3:55","171","4:04","4:04"
"16","0:02.6","1:03:50","0.01","3:50","155","155","--","--","163","1.60","0","3:57","163","0:02.6","3:50"
"Podsumowanie","1:03:50","1:03:50","15.01","4:15","149","169","48","50","163","1.44","773","3:04","177","1:03:43","4:15"
