"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","0:50.3","0:50.3","0.29","2:55","114","136","--","6","187","1.84","6","2:52","190","0:49","2:50"
"2","1:02.3","1:52.6","0.12","8:37","133","145","--","--","157","0.74","11","2:52","186","0:45","6:13"
"3","0:48.9","2:41.5","0.29","2:48","126","132","4","--","179","1.99","8","2:49","190","0:48.9","2:48"
"4","0:58.7","3:40.1","0.12","7:56","135","139","--","--","154","0.82","11","2:49","188","0:58.7","7:56"
"5","0:48.9","4:29.1","0.30","2:45","134","137","--","3","189","1.92","9","2:44","196","0:48.9","2:45"
"6","0:59.2","5:28.3","0.12","8:16","135","140","--","--","162","0.75","11","2:54","187","0:40","5:35"
"7","0:48.9","6:17.2","0.31","2:40","133","135","--","--","182","2.06","9","2:43","189","0:48.9","2:40"
"8","0:58.7","7:15.9","0.12","8:11","137","140","5","--","158","0.77","11","2:43","187","0:37","5:10"
"9","0:48.7","8:04.6","0.30","2:43","137","140","--","9","183","2.00","9","2:44","194","0:48","2:41"
"10","1:00.4","9:05.0","0.12","8:05","141","145","9","--","156","0.79","12","2:43","187","0:40","5:21"
"11","0:48.8","9:53.9","0.30","2:41","134","140","--","7","187","2.00","9","2:36","189","0:48.8","2:41"
"12","0:58.9","10:53","0.12","8:05","137","140","7","--","154","0.80","11","2:39","186","0:52","7:09"
"13","0:48.9","11:42","0.30","2:41","132","140","--","7","189","1.97","8","2:45","194","0:48.9","2:41"
"14","0:59.7","12:41","0.12","8:04","140","146","--","--","151","0.82","11","2:46","187","0:53","7:10"
"15","0:49.3","13:31","0.30","2:45","138","148","3","--","183","1.99","9","2:43","192","0:49","2:44"
"16","0:57.9","14:29","0.12","8:17","149","152","--","--","161","0.75","13","2:43","187","0:33","4:43"
"17","0:48.8","15:17","0.31","2:39","141","144","--","--","191","1.98","9","2:43","198","0:48.8","2:39"
"18","1:00.5","16:18","0.11","9:00","147","150","--","--","155","0.72","13","2:43","184","0:40","5:57"
"19","0:49.1","17:07","0.30","2:42","142","146","--","--","183","2.02","9","2:43","190","0:49","2:41"
"20","6:54.6","24:02","0.19","37:07","115","144","--","--","119","0.23","41","2:42","189","2:19","12:27"
"21","0:48.7","24:50","0.31","2:35","138","160","--","--","185","2.09","8","2:34","199","0:48.7","2:36"
"22","0:59.1","25:49","0.10","10:15","160","167","--","2","131","0.74","14","2:34","192","0:59","10:14"
"23","0:47.2","26:37","0.30","2:36","166","193","4","--","187","2.05","11","2:31","196","0:47","2:35"
"24","0:58.2","27:35","0.11","8:47","165","188","--","2","133","0.86","15","2:36","190","0:58.2","8:46"
"25","0:48.1","28:23","0.30","2:38","152","173","--","--","185","2.05","10","2:35","199","0:48","2:38"
"26","1:01.9","29:25","0.11","9:37","157","173","--","--","128","0.81","15","2:38","190","1:01.9","9:37"
"27","0:47.4","30:12","0.30","2:36","153","172","--","--","186","2.07","10","2:36","194","0:47","2:35"
"28","0:59.7","31:12","0.10","9:35","164","176","--","2","142","0.73","15","2:36","189","0:59.7","9:35"
"29","0:47.6","32:00","0.31","2:35","152","164","--","--","185","2.09","10","2:36","200","0:47","2:33"
"30","1:00.7","33:00","0.10","9:44","153","163","--","--","133","0.77","13","2:35","192","1:00.7","9:44"
"31","0:47.7","33:48","0.31","2:33","147","161","3","--","186","2.12","9","2:34","196","0:47.7","2:33"
"32","0:59.2","34:47","0.10","10:00","163","165","--","--","134","0.75","14","2:34","191","0:59","9:58"
"33","0:47.2","35:34","0.30","2:36","162","164","--","2","184","2.09","11","2:34","196","0:47","2:36"
"34","0:59.7","36:34","0.10","9:44","162","167","--","--","139","0.74","14","2:33","192","0:59.7","9:44"
"35","0:47.0","37:21","0.31","2:32","148","160","--","--","185","2.13","9","2:32","194","0:47.0","2:32"
"36","0:58.8","38:20","0.10","9:58","154","157","--","--","119","0.85","13","2:33","192","0:58.8","9:58"
"37","0:47.2","39:07","0.31","2:31","151","159","--","--","189","2.11","10","2:29","197","0:47","2:30"
"38","1:02.0","40:09","0.10","9:55","158","161","--","--","157","0.64","14","2:33","194","1:02.0","9:55"
"39","0:46.8","40:56","0.31","2:31","154","167","--","--","191","2.09","10","2:29","196","0:46.8","2:31"
"40","0:07.7","41:04","0.02","5:14","161","167","--","--","194","0.98","1","2:29","194","0:07","4:44"
"41","2:40.7","43:44","0.04","0","147","166","--","--","118","0.14","30","5:00","194","0:35","13:07"
"42","0:00.7","43:45","0.00","12:29","112","112","--","--","116","0.69","0","0","116","0","--"
"Podsumowanie","43:45","43:45","8.34","5:15","141","193","36","40","164","1.11","486","2:29","200","34:40","4:10"
