"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:31.1","4:31.1","1.00","4:31","108","122","--","3","159","1.39","29","3:49","162","4:30","4:30"
"2","4:28.4","8:59.6","1.00","4:28","118","121","--","--","161","1.39","35","4:19","167","4:28.4","4:28"
"3","4:26.2","13:26","1.00","4:26","121","133","6","6","161","1.40","35","4:08","165","4:26","4:26"
"4","4:16.3","17:42","1.00","4:16","132","148","--","4","162","1.44","41","3:48","171","4:16.3","4:16"
"5","4:27.3","22:09","1.00","4:27","142","166","11","--","162","1.38","49","4:20","167","4:27","4:27"
"6","4:30.6","26:40","1.00","4:31","149","161","--","4","160","1.39","56","4:18","165","4:30.6","4:31"
"7","4:26.6","31:07","1.00","4:27","153","164","7","6","162","1.39","57","4:21","167","4:26","4:26"
"8","4:22.3","35:29","1.00","4:22","155","164","5","4","160","1.43","56","3:51","167","4:22.3","4:22"
"9","4:37.1","40:06","1.00","4:37","157","169","18","8","160","1.35","60","4:20","172","4:37","4:37"
"10","4:30.0","44:36","1.00","4:30","159","169","5","--","161","1.38","60","4:18","165","4:30","4:30"
"11","4:25.3","49:01","1.00","4:25","149","163","--","2","158","1.43","47","4:18","167","4:25","4:25"
"12","4:31.0","53:32","1.00","4:31","159","165","5","--","162","1.36","59","4:11","170","4:31.0","4:31"
"13","4:24.0","57:56","1.00","4:24","153","164","--","23","160","1.42","49","4:10","167","4:24","4:24"
"14","4:24.2","1:02:20","1.00","4:24","155","160","6","--","163","1.40","52","4:10","167","4:24","4:24"
"15","4:35.6","1:06:56","1.00","4:36","155","163","--","--","163","1.34","53","4:16","167","4:35.6","4:36"
"16","4:19.1","1:11:15","1.00","4:19","154","162","--","10","163","1.42","47","4:21","165","4:19","4:19"
"17","4:19.7","1:15:35","1.00","4:20","158","165","5","--","164","1.41","53","4:13","167","4:19","4:19"
"18","4:42.2","1:20:17","1.00","4:42","154","165","6","5","161","1.32","54","4:13","208","4:42.2","4:42"
"19","4:18.1","1:24:35","1.00","4:18","144","152","--","2","161","1.44","26","4:05","166","4:18","4:18"
"20","4:11.4","1:28:46","1.00","4:11","151","164","3","--","163","1.46","39","3:57","168","4:10","4:10"
"21","0:07.4","1:28:54","0.03","3:45","153","153","--","--","162","1.65","1","3:53","163","0:07","3:32"
"Podsumowanie","1:28:54","1:28:54","20.03","4:26","146","169","77","77","161","1.40","958","3:48","208","1:28:48","4:26"
