"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:58.1","4:58.1","1.00","4:58","137","156","--","--","160","1.26","58","2:10","165","4:58.1","4:58"
"2","4:31.9","9:30.0","1.00","4:32","141","147","--","5","161","1.37","55","4:10","168","4:30","4:30"
"3","4:30.6","14:01","1.00","4:31","141","146","--","2","163","1.36","53","4:10","167","4:30.6","4:31"
"4","4:32.8","18:33","1.00","4:33","145","164","16","--","163","1.35","56","4:21","167","4:32.8","4:33"
"5","4:47.4","23:21","1.00","4:47","148","156","22","","163","1.28","60","4:40","167","4:47","4:47"
"6","4:28.0","27:49","1.00","4:28","134","148","5","15","160","1.40","40","4:12","165","4:28","4:28"
"7","4:12.3","32:01","1.00","4:12","142","149","--","15","163","1.46","44","4:04","167","4:12","4:12"
"8","4:14.5","36:16","1.00","4:15","148","153","--","11","164","1.44","51","4:03","167","4:14.5","4:15"
"9","4:18.1","40:34","1.00","4:18","154","165","6","--","165","1.41","57","4:01","171","4:18","4:18"
"10","2:15.4","42:49","0.53","4:17","154","158","--","--","165","1.41","29","4:07","168","2:15.4","4:17"
"Podsumowanie","42:49","42:49","9.53","4:30","144","165","49","49","163","1.37","503","2:10","171","42:46","4:29"
