"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","1:14.9","1:14.9","0.40","3:06","113","129","--","5","178","1.81","9","3:02","189","1:14.9","3:06"
"2","3:01.2","4:16.1","0.45","6:46","128","148","5","--","145","1.02","31","3:11","182","3:01.2","6:46"
"3","1:11.7","5:27.8","0.41","2:57","114","131","--","5","179","1.90","8","2:54","191","1:11","2:55"
"4","3:01.1","8:28.8","0.47","6:23","131","136","5","--","155","1.01","32","2:57","182","2:55","6:11"
"5","1:09.7","9:38.5","0.39","2:58","125","139","--","5","185","1.82","10","3:01","194","1:09","2:57"
"6","3:00.3","12:39","0.43","6:57","122","134","6","--","142","1.01","26","3:01","182","2:56","6:47"
"7","1:11.3","13:50","0.41","2:54","116","130","--","5","186","1.86","7","2:54","198","1:11","2:53"
"8","3:00.7","16:51","0.45","6:39","128","140","5","--","148","1.02","28","3:00","182","3:00.7","6:39"
"9","1:08.4","17:59","0.39","2:54","120","143","--","5","182","1.90","8","2:55","188","1:08","2:53"
"10","3:01.1","21:00","0.45","6:45","130","149","6","--","141","1.05","29","2:54","190","2:59","6:40"
"11","1:10.8","22:11","0.41","2:54","123","137","--","5","185","1.87","8","2:47","190","1:10.8","2:54"
"12","3:00.2","25:11","0.47","6:21","134","148","--","--","148","1.06","30","3:04","182","3:00","6:21"
"13","1:07.2","26:19","0.40","2:46","133","166","3","--","183","1.98","9","2:43","193","1:07","2:46"
"14","2:59.8","29:18","0.47","6:24","139","151","6","5","153","1.02","33","2:48","186","2:57","6:19"
"15","1:07.5","30:26","0.40","2:48","135","149","--","5","186","1.93","10","2:51","199","1:07","2:46"
"16","3:00.1","33:26","0.45","6:37","139","154","3","--","142","1.06","32","2:55","184","2:59","6:35"
"17","1:08.7","34:35","0.40","2:51","132","165","--","--","184","1.91","8","2:50","192","1:08","2:50"
"18","2:59.9","37:34","0.48","6:17","141","152","6","5","154","1.03","33","2:53","186","2:59.9","6:16"
"19","1:02.9","38:37","0.40","2:36","150","168","--","4","192","2.00","11","2:43","196","1:02.9","2:36"
"20","0:10.5","38:48","0.03","5:11","164","166","--","--","182","1.06","2","2:42","194","0:10","4:57"
"Podsumowanie","38:48","38:48","8.18","4:45","131","168","44","49","159","1.29","364","2:42","199","38:27","4:42"
