"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:17.2","4:17.2","1.00","4:17","144","162","--","--","162","1.44","56","4:15","166","4:17","4:17"
"2","4:06.7","8:23.9","1.00","4:07","158","168","--","--","166","1.47","61","3:55","169","4:06.7","4:07"
"3","4:08.8","12:33","1.00","4:09","164","169","19","--","166","1.46","65","4:01","169","4:08","4:08"
"4","3:55.3","16:28","1.00","3:55","155","165","--","11","164","1.56","56","3:47","165","3:55","3:55"
"5","4:02.3","20:30","1.00","4:02","157","164","--","6","164","1.51","59","3:55","167","4:02","4:02"
"6","4:01.6","24:32","1.00","4:02","153","167","--","--","164","1.51","52","3:54","167","4:01","4:01"
"7","4:09.3","28:41","1.00","4:09","166","169","6","--","166","1.45","64","3:59","170","4:09","4:09"
"8","4:07.0","32:48","1.00","4:07","166","171","13","--","166","1.46","64","4:01","172","4:07","4:07"
"9","4:00.9","36:49","1.00","4:01","163","167","--","18","164","1.52","60","3:54","168","4:00.9","4:01"
"10","4:00.9","40:50","1.00","4:01","162","166","--","5","167","1.50","58","3:56","170","4:00.9","4:01"
"11","4:03.7","44:54","1.00","4:04","164","169","3","9","167","1.48","61","3:58","170","4:03.7","4:04"
"12","4:04.8","48:59","1.00","4:05","164","167","--","--","167","1.47","60","3:58","170","4:04.8","4:05"
"13","4:17.9","53:17","1.00","4:18","165","169","7","--","166","1.40","64","4:03","168","4:17","4:17"
"14","4:11.1","57:28","1.00","4:11","167","179","--","4","166","1.44","64","4:08","168","4:11.1","4:11"
"15","4:10.5","1:01:38","1.00","4:10","167","173","--","--","166","1.44","63","4:04","168","4:10","4:10"
"16","1:08.6","1:02:47","0.30","3:49","169","171","2","--","166","1.58","17","3:57","168","1:08.6","3:49"
"Podsumowanie","1:02:47","1:02:47","15.30","4:06","161","179","49","52","165","1.47","924","3:47","172","1:02:43","4:06"
