"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:06.4","4:06.4","1.00","4:06","127","151","1","--","158","1.54","43","3:49","168","4:06","4:06"
"2","4:01.8","8:08.2","1.00","4:02","144","155","--","3","162","1.53","52","3:48","165","4:00","4:00"
"3","4:03.9","12:12","1.00","4:04","151","163","7","5","162","1.52","57","3:49","165","4:03.9","4:04"
"4","4:08.6","16:21","1.00","4:09","157","175","8","8","161","1.50","59","3:57","168","4:04","4:04"
"5","4:13.1","20:34","1.00","4:13","158","162","3","--","161","1.48","62","4:00","165","4:13.1","4:13"
"6","4:16.9","24:51","1.00","4:17","162","169","24","--","161","1.45","64","4:13","165","4:16.9","4:17"
"7","4:00.4","28:51","1.00","4:00","162","166","--","11","163","1.53","60","3:55","167","4:00","4:00"
"8","4:03.3","32:54","1.00","4:03","161","165","--","8","161","1.53","59","3:59","165","4:03","4:03"
"9","4:05.9","37:00","1.00","4:06","165","167","14","--","163","1.50","62","3:56","167","4:05.9","4:06"
"10","4:01.1","41:02","1.00","4:01","164","167","8","4","162","1.53","60","3:55","165","4:01","4:01"
"11","4:05.6","45:07","1.00","4:06","163","167","--","3","161","1.52","60","3:59","165","4:05.6","4:06"
"12","4:00.0","49:07","1.00","4:00","164","168","--","10","162","1.54","59","3:43","168","3:54","3:54"
"13","4:02.2","53:09","1.00","4:02","162","171","--","3","162","1.53","57","4:01","165","4:02","4:02"
"14","3:56.8","57:06","1.00","3:57","158","171","--","9","163","1.55","50","3:33","170","3:56.8","3:57"
"15","4:03.4","1:01:10","1.00","4:03","156","169","6","3","166","1.48","50","3:33","233","4:02","4:02"
"16","3:54.6","1:05:04","1.00","3:55","159","163","--","6","165","1.55","50","3:46","168","3:54","3:54"
"17","4:05.9","1:09:10","1.00","4:06","159","163","--","--","164","1.49","53","3:59","167","4:05.9","4:06"
"18","4:01.3","1:13:11","1.00","4:01","152","162","8","3","164","1.52","36","3:46","168","4:01","4:01"
"19","4:06.8","1:17:18","1.00","4:07","157","166","2","4","163","1.49","47","4:03","165","4:06.8","4:07"
"20","4:14.0","1:21:32","1.00","4:14","159","167","5","--","164","1.44","52","4:10","167","4:14.0","4:14"
"21","4:05.1","1:25:37","1.00","4:05","162","172","11","--","164","1.49","55","4:02","168","4:05","4:05"
"22","4:06.8","1:29:44","1.00","4:07","162","176","10","4","164","1.48","53","3:58","168","4:06.8","4:07"
"23","4:02.2","1:33:46","1.00","4:02","155","163","--","24","162","1.53","37","3:57","168","4:02","4:02"
"24","4:07.0","1:37:53","1.00","4:07","156","161","6","7","164","1.48","39","3:59","167","4:07","4:07"
"25","4:09.4","1:42:03","1.00","4:09","160","166","3","--","165","1.46","46","4:03","167","4:09.4","4:09"
"26","0:01.3","1:42:04","0.00","5:29","158","158","--","--","165","1.11","0","4:16","165","0:01","4:14"
"Podsumowanie","1:42:04","1:42:04","25.00","4:05","157","176","116","116","163","1.51","1,322","3:33","233","1:41:47","4:04"
