"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:40.0","4:40.0","1.00","4:40","139","147","--","--","160","1.34","55","4:07","165","4:38","4:38"
"2","4:18.9","8:58.9","1.00","4:19","151","158","8","--","163","1.42","57","3:59","167","4:18.9","4:19"
"3","4:19.9","13:19","1.00","4:20","149","154","--","5","163","1.41","55","4:00","167","4:19.9","4:20"
"4","4:16.5","17:35","1.00","4:17","149","152","6","--","164","1.43","54","4:14","167","4:16.5","4:17"
"5","4:27.4","22:03","1.00","4:27","154","157","--","3","163","1.38","59","4:15","168","4:27","4:27"
"6","4:11.5","26:14","1.00","4:12","158","168","6","6","162","1.47","57","4:03","165","4:11.5","4:11"
"7","4:08.1","30:22","1.00","4:08","164","169","3","--","162","1.49","59","4:01","165","4:07","4:07"
"8","4:09.6","34:32","1.00","4:10","159","168","--","4","162","1.48","56","4:00","167","4:09.6","4:10"
"9","4:11.6","38:44","1.00","4:12","160","164","4","5","164","1.46","57","4:04","168","4:11.6","4:12"
"10","4:00.9","42:44","1.00","4:01","158","161","--","1","163","1.53","52","3:38","168","4:00","4:00"
"11","0:05.6","42:50","0.02","3:56","159","159","--","--","164","1.55","1","4:01","165","0:05.6","3:56"
"Podsumowanie","42:50","42:50","10.02","4:16","154","169","25","25","163","1.44","562","3:38","168","42:46","4:16"
