"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:37.8","3:37.8","1.00","3:38","132","152","2","--","170","1.62","41","3:34","182","3:37.8","3:38"
"2","3:37.9","7:15.6","1.00","3:38","156","172","--","6","170","1.62","53","3:31","172","3:37.9","3:38"
"3","3:37.6","10:53","1.00","3:38","165","167","8","3","172","1.60","57","3:27","175","3:37.6","3:38"
"4","3:41.0","14:34","1.00","3:41","167","172","5","6","172","1.58","58","3:33","175","3:41","3:41"
"5","3:32.5","18:07","1.00","3:33","171","175","4","3","175","1.61","57","3:28","178","3:31","3:31"
"6","3:41.6","21:48","1.00","3:42","171","175","9","9","173","1.56","60","3:27","180","3:41.6","3:42"
"7","3:35.4","25:24","1.00","3:35","174","177","6","7","177","1.57","59","3:35","180","3:35","3:35"
"8","3:37.9","29:02","1.00","3:38","175","179","9","9","178","1.55","60","3:23","182","3:37.9","3:38"
"9","0:01.0","29:03","0.01","1:52","176","176","--","--","178","3.00","0","4:06","178","0:01.0","1:52"
"Podsumowanie","29:03","29:03","8.01","3:38","164","179","44","43","173","1.59","445","3:23","182","29:01","3:37"
