"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","0:14.9","0:14.9","0.08","3:09","117","118","--","--","168","1.89","1","2:54","194","0:14.9","3:09"
"2","0:44.3","0:59.2","0.13","5:36","140","152","8","--","161","1.11","8","2:57","192","0:44.3","5:36"
"3","0:17.1","1:16.2","0.10","2:46","147","150","--","--","176","2.06","3","3:54","187","0:17","2:45"
"4","0:40.8","1:57.0","0.11","5:57","150","154","--","--","157","1.07","9","3:51","179","0:40","5:50"
"5","0:16.5","2:13.6","0.08","3:22","143","145","--","--","173","1.72","3","3:41","184","0:16.5","3:22"
"6","0:37.7","2:51.2","0.12","5:16","148","151","--","--","158","1.20","8","3:34","180","0:37.7","5:16"
"7","0:15.9","3:07.1","0.10","2:35","146","147","--","--","173","2.24","3","2:54","188","0:15.9","2:35"
"8","0:35.3","3:42.4","0.11","5:09","149","151","--","8","159","1.22","7","2:56","188","0:35","5:07"
"9","0:15.4","3:57.8","0.09","2:58","149","150","--","--","165","2.03","3","2:58","190","0:15","2:53"
"10","0:38.9","4:36.7","0.11","5:59","149","151","11","--","160","1.04","8","2:52","191","0:38.9","5:59"
"11","0:15.6","4:52.3","0.09","2:44","150","150","--","--","176","2.07","3","2:53","187","0:15.6","2:44"
"12","0:39.2","5:31.5","0.11","5:42","153","160","--","10","160","1.10","8","2:56","190","0:39","5:39"
"13","0:15.1","5:46.6","0.10","2:29","160","161","--","--","181","2.23","3","2:43","196","0:15","2:27"
"14","0:37.2","6:23.8","0.11","5:53","158","164","--","--","162","1.05","8","2:43","197","0:37","5:51"
"15","0:15.1","6:38.9","0.10","2:34","155","161","9","--","181","2.15","3","3:12","194","0:15","2:33"
"16","0:36.7","7:15.6","0.11","5:30","155","157","--","10","161","1.13","8","3:04","194","0:36.7","5:30"
"17","0:14.9","7:30.4","0.09","2:51","155","155","--","--","182","1.93","3","2:54","199","0:14.9","2:51"
"18","0:37.8","8:08.2","0.12","5:22","155","157","--","--","164","1.14","8","2:53","196","0:37.8","5:22"
"19","0:14.5","8:22.6","0.10","2:23","152","155","8","--","184","2.28","3","2:58","202","0:14","2:19"
"20","0:07.8","8:30.4","0.03","4:52","150","151","--","--","199","1.03","2","2:51","202","0:07.8","4:52"
"Podsumowanie","8:30.4","8:30.4","2.00","4:15","150","164","37","27","166","1.40","102","2:43","202","8:27.8","4:14"
