"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:25.3","3:25.3","1.00","3:25","145","158","--","--","170","1.72","44","3:11","176","3:24","3:24"
"2","3:26.0","6:51.3","1.00","3:26","153","156","3","--","172","1.70","49","3:22","174","3:26","3:26"
"3","3:24.2","10:16","1.00","3:24","156","161","--","--","172","1.70","49","3:16","175","3:24.2","3:24"
"4","3:25.1","13:41","1.00","3:25","156","159","--","3","173","1.69","49","3:19","175","3:25","3:25"
"5","3:34.2","17:15","1.00","3:34","162","170","3","--","173","1.62","53","3:27","178","3:34","3:34"
"6","3:22.4","20:37","1.00","3:22","169","177","--","--","176","1.68","53","3:05","186","3:22","3:22"
"7","3:23.3","24:01","1.00","3:23","175","178","--","3","176","1.67","54","3:20","180","3:23","3:23"
"8","3:31.0","27:32","1.00","3:31","175","178","3","--","174","1.63","57","3:17","179","3:31.0","3:31"
"9","3:26.7","30:58","1.00","3:27","175","177","--","--","178","1.63","55","3:07","184","3:26.7","3:27"
"10","3:28.2","34:26","1.00","3:28","176","180","--","3","178","1.62","56","3:19","182","3:28","3:28"
"11","0:04.6","34:31","0.01","7:56","175","176","--","--","144","0.88","1","3:21","180","0","--"
"Podsumowanie","34:31","34:31","10.01","3:27","164","180","8","9","174","1.66","520","3:05","186","34:24","3:26"
