"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","28:57","28:57","6.83","4:14","142","160","3","7","163","1.45","366","3:35","180","28:52","4:14"
"2","1:05.7","30:03","0.30","3:38","139","151","19","--","0","--","10","3:19","0","1:05","3:36"
"3","1:36.1","31:39","0.32","4:59","151","154","--","15","161","1.25","22","3:38","182","1:36.1","4:59"
"4","1:05.4","32:44","0.30","3:39","152","154","14","--","151","1.81","14","3:43","164","1:05","3:38"
"5","1:31.7","34:16","0.33","4:40","152","165","--","14","158","1.36","20","3:42","161","1:31.7","4:40"
"6","1:03.7","35:19","0.30","3:29","157","164","14","--","156","1.84","15","3:26","175","1:03.7","3:29"
"7","1:37.9","36:57","0.34","4:52","154","158","--","15","166","1.23","22","3:03","182","1:37","4:49"
"8","1:01.6","37:59","0.30","3:28","155","157","15","--","151","1.91","14","3:31","161","1:01.6","3:28"
"9","1:40.1","39:39","0.34","4:55","155","157","--","15","165","1.24","23","2:54","174","1:40.1","4:55"
"10","1:00.8","40:40","0.31","3:18","154","156","12","--","158","1.92","13","3:15","166","1:00.8","3:18"
"11","1:35.0","42:15","0.33","4:44","155","157","5","14","176","1.20","22","2:40","190","1:34","4:41"
"12","0:56.5","43:11","0.31","3:05","153","155","13","--","153","2.13","12","2:50","186","0:56.5","3:05"
"13","13:58","57:09","3.35","4:10","160","188","11","28","163","1.47","199","2:49","186","13:58","4:10"
"Podsumowanie","57:09","57:09","13.65","4:11","149","188","107","109","162","1.44","752","2:40","190","57:02","4:11"
