"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:16.6","4:16.6","1.00","4:17","127","137","--","3","160","1.46","42","3:51","171","4:16.6","4:17"
"2","4:25.1","8:41.7","1.00","4:25","138","141","--","--","163","1.39","51","4:05","165","4:25","4:25"
"3","4:34.4","13:16","1.00","4:34","141","146","4","--","162","1.35","53","4:10","165","4:34","4:34"
"4","4:19.3","17:35","1.00","4:19","142","147","--","1","163","1.42","50","4:14","165","4:19","4:19"
"5","4:23.8","21:59","1.00","4:24","143","148","2","--","163","1.40","51","4:12","170","4:23.8","4:24"
"6","4:24.0","26:23","1.00","4:24","144","148","3","--","162","1.40","51","4:15","167","4:24","4:24"
"7","4:19.6","30:43","1.00","4:20","151","161","--","4","162","1.43","55","4:16","165","4:19.6","4:20"
"8","4:20.6","35:03","1.00","4:21","148","158","--","2","160","1.44","51","4:03","165","4:20.6","4:21"
"9","0:19.3","35:23","0.07","4:31","149","150","--","--","161","1.38","3","4:25","163","0:19","4:26"
"Podsumowanie","35:23","35:23","8.07","4:23","142","161","9","10","162","1.41","407","3:51","171","35:22","4:23"
