"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:35.1","3:35.1","1.00","3:35","128","139","--","1","168","1.66","37","3:05","182","3:33","3:33"
"2","3:43.5","7:18.6","1.00","3:44","130","138","5","--","170","1.58","39","3:27","172","3:43.5","3:43"
"3","3:42.2","11:01","1.00","3:42","133","135","14","--","171","1.58","40","3:39","173","3:42","3:42"
"4","3:33.8","14:35","1.00","3:34","136","158","2","3","170","1.65","39","3:28","173","3:33","3:33"
"5","3:31.2","18:06","1.00","3:31","142","156","--","19","169","1.68","42","3:29","173","3:31.2","3:31"
"6","3:36.2","21:42","1.00","3:36","141","143","2","--","170","1.63","42","3:20","173","3:36","3:36"
"7","3:40.5","25:23","1.00","3:41","136","138","--","8","172","1.58","36","3:36","175","3:40","3:40"
"8","3:28.0","28:51","1.00","3:28","137","139","--","--","176","1.64","35","3:22","180","3:28.0","3:28"
"9","0:03.5","28:54","0.02","2:49","138","138","--","--","175","2.02","0","3:18","175","0:03","2:27"
"Podsumowanie","28:54","28:54","8.02","3:36","135","158","22","31","171","1.63","310","3:05","182","28:50","3:36"
