"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","0:33.5","0:33.5","0.20","2:50","115","128","--","--","182","1.94","4","2:44","190","0:33.5","2:50"
"2","1:05.3","1:38.8","0.21","5:14","135","147","--","--","159","1.20","12","2:51","178","1:05","5:13"
"3","0:34.2","2:13.0","0.21","2:46","138","145","--","--","180","2.01","7","2:47","189","0:34","2:45"
"4","1:00.8","3:13.8","0.22","4:41","137","144","8","--","159","1.34","11","2:47","184","1:00.8","4:41"
"5","0:33.8","3:47.6","0.20","2:47","135","141","--","9","181","1.99","6","2:42","186","0:33.8","2:47"
"6","1:01.5","4:49.1","0.20","5:01","144","154","--","--","161","1.24","12","2:45","186","1:01","4:58"
"7","0:33.9","5:23.0","0.20","2:48","152","166","--","--","181","1.98","7","2:46","189","0:33.9","2:48"
"8","1:00.7","6:23.8","0.22","4:37","162","170","7","--","162","1.33","15","2:45","186","1:00.7","4:37"
"9","0:33.2","6:56.9","0.20","2:47","162","168","--","9","181","1.99","8","2:40","193","0:33","2:46"
"10","0:58.9","7:55.8","0.20","4:49","161","166","10","--","162","1.28","14","2:45","180","0:58.9","4:49"
"11","0:34.2","8:30.0","0.20","2:48","164","172","--","9","181","1.97","8","2:45","190","0:34","2:47"
"12","0:59.2","9:29.2","0.20","4:52","163","170","8","--","161","1.28","14","2:46","180","0:59","4:51"
"13","0:33.2","10:02","0.20","2:48","163","169","--","9","182","1.96","8","2:42","188","0:33","2:47"
"14","1:01.1","11:04","0.21","4:52","160","170","9","--","161","1.28","15","2:46","184","1:01.1","4:52"
"15","0:33.3","11:37","0.20","2:48","159","162","--","9","182","1.96","7","2:42","191","0:33","2:47"
"16","0:57.9","12:35","0.20","4:46","162","164","7","--","161","1.30","14","2:46","186","0:57.9","4:46"
"17","0:33.7","13:08","0.20","2:46","164","170","--","9","183","1.98","8","2:36","190","0:33","2:42"
"18","0:56.7","14:05","0.21","4:29","164","168","11","--","163","1.37","14","2:45","186","0:56.7","4:29"
"19","0:32.8","14:38","0.21","2:37","165","170","--","9","183","2.08","8","2:39","192","0:32.8","2:37"
"20","0:59.5","15:38","0.21","4:46","164","171","7","--","161","1.30","15","2:39","184","0:59.5","4:46"
"21","0:32.9","16:10","0.21","2:39","165","170","--","9","184","2.05","7","2:35","194","0:32","2:35"
"22","0:57.6","17:08","0.21","4:38","165","170","11","--","163","1.32","14","2:35","184","0:57.6","4:38"
"23","0:33.2","17:41","0.20","2:44","166","172","--","9","183","2.00","8","2:37","199","0:33","2:43"
"24","0:56.8","18:38","0.20","4:41","164","173","9","--","163","1.31","14","2:38","184","0:56.8","4:41"
"25","0:33.4","19:11","0.20","2:47","166","171","--","9","183","1.96","8","2:40","190","0:33","2:45"
"26","0:55.8","20:07","0.20","4:33","166","171","9","--","164","1.34","14","2:41","186","0:55.8","4:33"
"27","0:33.8","20:41","0.21","2:43","167","171","--","8","182","2.02","8","2:38","190","0:33.8","2:43"
"28","0:57.6","21:39","0.20","4:52","164","172","8","--","163","1.26","14","2:38","188","0:57.6","4:52"
"29","0:33.3","22:12","0.20","2:45","165","170","--","10","183","1.99","8","2:42","192","0:33","2:43"
"30","0:55.6","23:08","0.20","4:35","167","172","11","--","164","1.33","14","2:41","184","0:55.6","4:35"
"31","0:33.7","23:41","0.20","2:48","166","171","--","9","182","1.95","8","2:38","191","0:33","2:45"
"32","0:56.8","24:38","0.20","4:43","165","172","3","--","162","1.31","14","2:38","184","0:56.8","4:43"
"33","0:33.2","25:11","0.20","2:46","167","172","--","--","183","1.98","8","2:39","193","0:33","2:45"
"34","0:55.3","26:07","0.20","4:31","168","172","--","--","163","1.36","14","2:38","184","0:55.3","4:31"
"35","0:32.8","26:39","0.20","2:46","168","173","--","--","181","2.00","7","2:39","192","0:32","2:42"
"36","0:53.6","27:33","0.20","4:28","168","173","--","--","165","1.36","13","2:39","188","0:53.6","4:28"
"37","0:32.2","28:05","0.20","2:40","167","173","--","--","187","2.01","7","2:36","192","0:32","2:40"
"38","0:05.5","28:11","0.03","2:43","173","173","--","--","192","1.91","1","2:36","192","0:05.5","2:43"
"Podsumowanie","28:11","28:11","7.57","3:43","159","173","118","118","170","1.56","388","2:35","199","28:04","3:42"
