"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:27.9","3:27.9","1.00","3:28","139","163","3","10","172","1.68","40","3:20","177","3:27.9","3:28"
"2","3:37.6","7:05.5","1.00","3:38","156","165","20","5","172","1.61","51","3:24","180","3:37.6","3:38"
"3","3:36.8","10:42","1.00","3:37","164","171","6","14","171","1.62","53","3:29","178","3:36.8","3:37"
"4","3:34.3","14:17","1.00","3:34","166","173","--","7","172","1.63","53","3:32","176","3:34","3:34"
"5","3:36.6","17:53","1.00","3:37","170","177","19","5","174","1.59","54","3:26","178","3:36","3:36"
"6","3:32.4","21:26","1.00","3:32","170","174","7","13","173","1.63","54","3:26","178","3:32.4","3:32"
"7","3:29.1","24:55","1.00","3:29","171","176","3","10","175","1.64","53","3:23","178","3:29","3:29"
"8","3:30.3","28:25","1.00","3:30","176","181","26","5","179","1.59","54","3:22","184","3:30","3:30"
"9","3:18.6","31:44","1.00","3:19","175","178","--","15","178","1.70","51","3:14","182","3:18.6","3:19"
"10","3:22.8","35:07","1.00","3:23","174","177","4","10","181","1.64","52","3:14","184","3:22.8","3:23"
"11","0:05.4","35:12","0.02","3:40","176","176","--","--","182","1.50","1","3:18","182","0:05","3:25"
"Podsumowanie","35:12","35:12","10.02","3:31","166","181","88","94","175","1.63","516","3:14","184","35:10","3:30"
