"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:55.8","4:55.8","1.00","4:56","140","164","--","2","146","1.39","63","4:23","162","4:55.8","4:56"
"2","4:17.5","9:13.3","1.00","4:18","146","161","--","5","159","1.46","59","3:56","167","4:17.5","4:18"
"3","4:18.0","13:31","1.00","4:18","151","155","6","--","158","1.48","62","3:53","170","4:17","4:17"
"4","4:10.8","17:42","1.00","4:11","154","163","22","21","162","1.48","61","3:58","168","4:10.8","4:11"
"5","4:07.0","21:49","1.00","4:07","154","160","21","20","162","1.50","59","3:56","172","4:07.0","4:07"
"6","4:10.4","25:59","1.00","4:10","154","159","11","14","166","1.44","59","3:58","174","4:10","4:10"
"7","4:13.5","30:13","1.00","4:14","158","161","21","7","163","1.45","63","3:57","171","4:13.5","4:14"
"8","4:03.8","34:17","1.00","4:04","155","158","10","26","165","1.49","57","3:55","172","4:03.8","4:04"
"9","4:15.2","38:32","1.00","4:15","158","185","6","7","166","1.42","60","4:05","182","4:15","4:15"
"10","4:12.9","42:45","1.00","4:13","162","167","2","--","163","1.46","64","4:10","169","4:12.9","4:13"
"11","3:03.8","45:49","0.74","4:10","157","166","--","--","165","1.46","42","3:45","171","3:03.8","4:10"
"Podsumowanie","45:49","45:49","10.74","4:16","153","185","99","101","161","1.45","649","3:45","182","45:47","4:16"
