"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:19.0","4:19.0","1.00","4:19","137","146","--","3","158","1.46","53","3:37","171","4:17","4:17"
"2","4:15.3","8:34.3","1.00","4:15","142","145","--","5","160","1.47","55","4:08","169","4:15.3","4:15"
"3","4:11.4","12:46","1.00","4:11","146","164","6","--","162","1.48","55","3:56","165","4:11","4:11"
"4","4:18.6","17:04","1.00","4:19","159","168","22","21","163","1.43","66","4:01","168","4:18.6","4:19"
"5","4:06.0","21:10","1.00","4:06","162","176","29","19","163","1.50","63","3:46","170","4:06","4:06"
"6","4:12.4","25:23","1.00","4:12","151","171","10","26","163","1.46","53","3:55","170","4:12","4:12"
"7","4:15.3","29:38","1.00","4:15","148","167","26","--","165","1.43","51","4:02","174","4:15","4:15"
"8","3:59.8","33:38","1.00","4:00","147","152","--","27","163","1.54","47","3:39","167","3:59.8","4:00"
"9","0:33.2","34:11","0.13","4:19","150","153","--","--","162","1.43","6","4:08","163","0:33","4:17"
"Podsumowanie","34:11","34:11","8.13","4:12","149","176","93","101","162","1.47","449","3:37","174","34:08","4:12"
