"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:29.9","3:29.9","1.00","3:30","137","164","4","9","170","1.68","38","3:22","182","3:29.9","3:30"
"2","3:42.6","7:12.4","1.00","3:43","145","153","22","6","172","1.57","45","3:29","178","3:41","3:41"
"3","3:35.9","10:48","1.00","3:36","149","154","3","14","168","1.65","44","3:22","172","3:35.9","3:36"
"4","3:37.2","14:26","1.00","3:37","149","153","4","10","169","1.63","45","3:30","172","3:37.2","3:37"
"5","3:42.0","18:08","1.00","3:42","148","154","20","5","174","1.56","43","3:32","180","3:42","3:42"
"6","3:34.5","21:42","1.00","3:35","166","175","6","14","171","1.63","49","3:22","178","3:34","3:34"
"7","3:38.0","25:20","1.00","3:38","170","174","--","9","172","1.60","52","3:27","174","3:38.0","3:38"
"8","3:36.7","28:57","1.00","3:37","173","179","19","2","176","1.58","53","3:25","182","3:36.7","3:37"
"9","3:37.7","32:35","1.00","3:38","175","179","5","14","171","1.61","53","3:29","176","3:37","3:37"
"10","3:31.5","36:06","1.00","3:32","175","179","--","9","174","1.63","52","3:25","178","3:31.5","3:32"
"11","0:01.7","36:08","0.01","2:23","176","176","--","--","176","2.39","0","3:27","176","0:01","1:25"
"Podsumowanie","36:08","36:08","10.01","3:36","159","179","83","91","172","1.61","474","3:22","182","36:04","3:36"
