"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:14.7","4:14.7","1.00","4:15","128","140","2","--","159","1.48","43","4:07","166","4:14.7","4:15"
"2","4:14.5","8:29.2","1.00","4:15","158","169","2","--","160","1.48","59","4:12","162","4:14","4:14"
"3","4:09.3","12:38","1.00","4:09","158","162","--","--","161","1.50","58","4:05","163","4:09","4:09"
"4","4:13.3","16:52","1.00","4:13","157","161","3","2","160","1.48","58","4:07","163","4:13.3","4:13"
"5","4:11.9","21:04","1.00","4:12","151","156","2","--","161","1.48","52","4:04","165","4:11.9","4:12"
"6","3:37.9","24:42","1.00","3:38","155","166","--","--","167","1.64","47","2:57","188","3:37.9","3:38"
"7","3:51.3","28:33","1.00","3:51","157","165","--","--","165","1.57","51","2:55","184","3:50","3:50"
"8","3:34.1","32:07","1.00","3:34","162","166","--","4","169","1.66","50","2:47","186","3:34","3:34"
"9","3:43.5","35:50","1.00","3:44","166","171","--","--","167","1.60","53","2:56","185","3:43","3:43"
"10","2:22.7","38:13","0.67","3:32","166","171","--","3","171","1.65","34","2:43","186","2:22.7","3:32"
"Podsumowanie","38:13","38:13","9.67","3:57","155","171","10","9","163","1.55","505","2:43","188","38:10","3:57"
