"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:32.1","3:32.1","1.00","3:32","146","163","11","14","173","1.63","45","3:18","194","3:32.1","3:32"
"2","4:12.2","7:44.3","1.00","4:12","156","163","17","11","169","1.41","60","3:23","183","4:11","4:11"
"3","4:02.6","11:47","1.00","4:03","157","164","7","6","169","1.47","58","3:33","183","4:02.6","4:03"
"4","3:44.3","15:31","1.00","3:44","164","171","10","11","171","1.56","56","3:10","183","3:44","3:44"
"5","4:19.7","19:51","1.00","4:20","160","169","18","7","167","1.38","62","3:29","187","4:19.7","4:20"
"6","3:29.7","23:20","1.00","3:30","167","172","5","20","174","1.64","53","3:04","183","3:29.7","3:30"
"7","4:47.9","28:08","1.00","4:48","161","169","14","12","161","1.29","68","3:02","229","4:47","4:47"
"8","3:32.4","31:41","1.00","3:32","155","161","6","9","176","1.60","45","3:22","183","3:32.4","3:32"
"9","5:36.6","37:17","1.00","5:37","158","174","23","12","159","1.12","75","3:31","185","5:03","5:03"
"10","3:30.3","40:48","1.00","3:30","176","184","17","10","177","1.61","55","3:21","183","3:30.3","3:30"
"11","4:46.6","45:34","1.00","4:47","166","178","8","24","157","1.33","69","3:11","183","4:46","4:46"
"12","3:35.3","49:10","1.00","3:35","165","177","17","--","176","1.59","49","3:17","183","3:35","3:35"
"13","2:22.3","51:32","0.61","3:55","153","169","--","11","174","1.46","23","3:16","183","2:22","3:55"
"Podsumowanie","51:32","51:32","12.61","4:05","160","184","151","147","169","1.45","718","3:02","229","50:55","4:02"
