"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:26.8","3:26.8","1.00","3:27","158","178","--","--","174","1.67","49","3:22","186","3:26.8","3:27"
"2","3:37.6","7:04.3","1.00","3:38","167","174","14","2","173","1.59","57","3:33","183","3:37","3:37"
"3","3:39.6","10:44","1.00","3:40","165","171","--","4","172","1.59","56","3:21","177","3:39.6","3:40"
"4","3:34.3","14:18","1.00","3:34","169","174","13","10","173","1.62","56","3:48","179","3:34","3:34"
"5","3:30.1","17:48","1.00","3:30","166","170","--","10","173","1.65","54","3:17","178","3:30","3:30"
"6","3:42.8","21:31","1.00","3:43","169","176","10","5","174","1.55","58","3:18","179","3:42.8","3:43"
"7","3:46.3","25:17","1.00","3:46","175","191","6","--","173","1.53","61","3:42","179","3:46","3:46"
"8","3:58.2","29:16","1.00","3:58","180","188","5","5","173","1.45","66","3:40","178","3:58.2","3:58"
"9","3:42.4","32:58","1.00","3:42","180","187","5","8","173","1.56","62","3:47","180","3:42","3:42"
"10","1:28.4","34:26","0.40","3:43","182","187","--","5","178","1.52","25","3:26","186","1:28.4","3:43"
"Podsumowanie","34:26","34:26","9.40","3:40","171","191","53","49","173","1.57","544","3:17","186","34:25","3:40"
