"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:35.4","4:35.4","1.00","4:35","126","145","2","--","162","1.35","47","4:25","165","4:34","4:34"
"2","4:24.2","8:59.6","1.00","4:24","138","154","14","--","163","1.39","52","4:10","170","4:24.2","4:24"
"3","4:36.3","13:36","1.00","4:36","147","154","17","3","165","1.32","61","4:12","168","4:35","4:35"
"4","3:55.1","17:31","1.00","3:55","152","164","3","18","164","1.55","54","3:31","170","3:55","3:55"
"5","4:11.5","21:43","1.00","4:12","157","173","25","5","166","1.44","60","3:51","170","4:11","4:11"
"6","3:58.1","25:41","1.00","3:58","158","165","--","20","164","1.54","58","3:45","168","3:58","3:58"
"7","4:21.3","30:02","1.00","4:21","152","157","--","11","161","1.42","58","3:59","167","4:21","4:21"
"8","4:15.6","34:18","1.00","4:16","154","157","--","4","163","1.44","58","4:11","167","4:15.6","4:16"
"9","0:15.5","34:33","0.06","4:38","154","156","--","--","162","1.34","3","4:12","163","0:15","4:29"
"Podsumowanie","34:33","34:33","8.06","4:17","147","173","61","61","164","1.43","451","3:31","170","34:29","4:17"
