"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","5:54.3","5:54.3","1.00","5:54","118","130","--","2","158","1.07","45","4:57","164","5:54.3","5:54"
"2","5:44.6","11:39","1.00","5:45","116","121","2","--","159","1.09","39","5:16","162","5:44","5:44"
"3","5:50.4","17:29","1.00","5:50","114","120","--","--","162","1.06","35","5:42","165","5:50.4","5:50"
"4","5:32.2","23:01","1.00","5:32","116","121","4","--","160","1.13","33","5:20","164","5:32","5:32"
"5","5:31.3","28:33","1.00","5:31","120","129","--","--","159","1.14","37","5:21","163","5:31","5:31"
"6","5:22.5","33:55","1.00","5:22","121","130","3","--","159","1.17","35","5:00","163","5:22.5","5:22"
"7","5:04.6","39:00","1.00","5:05","131","166","10","--","159","1.24","42","4:43","165","5:04","5:04"
"8","4:49.2","43:49","1.00","4:49","125","131","3","--","160","1.30","32","4:35","165","4:49","4:49"
"9","4:37.9","48:27","1.00","4:38","127","138","--","14","159","1.35","33","4:15","172","4:37.9","4:38"
"10","4:40.5","53:08","1.00","4:41","128","142","--","2","161","1.33","33","4:22","165","4:40.5","4:41"
"11","4:41.8","57:49","1.00","4:42","161","163","--","3","162","1.32","62","4:36","165","4:40","4:40"
"12","4:42.2","1:02:32","1.00","4:42","161","165","6","4","162","1.32","63","4:35","165","4:42.2","4:42"
"13","4:31.8","1:07:03","1.00","4:32","157","164","--","--","162","1.36","56","4:21","167","4:31","4:31"
"14","4:26.8","1:11:30","1.00","4:27","152","157","--","3","162","1.39","50","4:15","165","4:26.8","4:27"
"15","4:26.8","1:15:57","1.00","4:27","151","164","--","--","163","1.38","47","4:20","167","4:26","4:26"
"16","2:51.2","1:18:48","0.66","4:20","147","164","--","--","164","1.41","26","4:10","170","2:51","4:20"
"Podsumowanie","1:18:48","1:18:48","15.66","5:02","132","166","27","28","161","1.24","668","4:10","172","1:18:43","5:02"
