"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","0:35.3","0:35.3","0.19","3:09","101","123","3","--","180","1.76","2","2:49","184","0:34","3:02"
"2","1:08.2","1:43.5","0.22","5:15","123","131","--","--","154","1.24","10","2:59","176","1:08.2","5:15"
"3","0:37.6","2:21.1","0.20","3:12","127","129","--","--","171","1.82","6","3:00","182","0:37","3:09"
"4","1:04.0","3:25.0","0.21","5:07","130","134","--","--","156","1.26","11","3:04","174","1:04.0","5:07"
"5","0:35.7","4:00.8","0.21","2:52","128","129","--","2","176","1.99","6","2:49","184","0:35.7","2:52"
"6","1:04.3","5:05.1","0.21","5:00","130","132","--","--","157","1.27","11","2:50","178","1:04","4:59"
"7","0:34.5","5:39.6","0.20","2:52","125","130","--","--","178","1.96","5","2:49","186","0:34.5","2:52"
"8","1:04.2","6:43.8","0.21","5:11","128","139","--","--","156","1.23","10","2:48","182","1:04","5:10"
"9","0:35.2","7:19.0","0.20","2:54","131","134","2","--","179","1.93","6","2:48","184","0:35","2:53"
"10","1:06.9","8:25.9","0.21","5:20","137","158","--","--","156","1.20","12","2:48","184","1:06.9","5:20"
"11","0:34.5","9:00.5","0.20","2:50","153","159","--","--","179","1.97","8","2:45","186","0:34.5","2:50"
"12","1:03.6","10:04","0.21","5:07","151","158","--","3","156","1.25","14","2:47","180","1:03","5:04"
"13","0:34.1","10:38","0.20","2:51","146","148","--","--","179","1.96","7","2:44","186","0:34","2:50"
"14","1:02.7","11:41","0.21","4:57","147","159","--","--","158","1.28","13","2:44","186","1:02.7","4:57"
"15","0:34.4","12:15","0.20","2:53","145","147","3","--","179","1.94","7","2:42","185","0:34","2:51"
"16","1:02.8","13:18","0.21","4:52","147","150","--","--","158","1.30","13","2:46","182","1:02.8","4:52"
"17","0:34.6","13:53","0.20","2:51","146","147","--","--","179","1.96","7","2:40","186","0:34.6","2:51"
"18","1:04.6","14:57","0.21","5:10","148","155","--","--","157","1.23","13","2:46","182","1:04","5:07"
"19","0:34.5","15:32","0.20","2:51","150","152","--","3","180","1.96","7","2:43","186","0:34.5","2:51"
"20","1:06.3","16:38","0.21","5:22","153","162","--","--","156","1.19","15","2:48","184","1:06","5:20"
"21","0:35.1","17:13","0.20","2:57","158","164","3","--","179","1.90","8","2:49","184","0:35","2:56"
"22","1:02.4","18:15","0.22","4:49","155","164","--","--","156","1.33","14","2:51","182","1:02.4","4:49"
"23","0:35.0","18:50","0.20","2:53","158","161","--","--","179","1.94","8","2:42","186","0:35","2:53"
"24","1:01.5","19:52","0.21","4:58","157","158","--","--","158","1.27","14","2:48","180","1:01","4:56"
"25","0:35.7","20:28","0.21","2:53","157","159","--","1","179","1.93","8","2:46","186","0:35.7","2:53"
"26","1:03.9","21:31","0.21","5:03","153","160","--","--","157","1.27","14","2:49","182","1:03.9","5:03"
"27","0:34.9","22:06","0.20","2:51","151","155","--","--","180","1.96","7","2:47","184","0:34.9","2:51"
"28","1:04.7","23:11","0.20","5:17","154","163","--","--","157","1.20","14","2:47","186","1:04","5:14"
"29","0:34.5","23:46","0.20","2:50","153","166","--","--","179","1.96","7","2:44","186","0:34.5","2:50"
"30","0:08.0","23:54","0.03","5:19","165","166","--","--","167","1.13","2","2:47","182","0:08.0","5:19"
"Podsumowanie","23:54","23:54","5.98","4:00","143","166","11","9","165","1.50","279","2:40","186","23:48","3:59"
