"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:27.1","4:27.1","1.00","4:27","122","137","--","2","159","1.42","44","4:17","168","4:24","4:24"
"2","4:14.1","8:41.2","1.00","4:14","139","146","--","--","161","1.46","54","4:07","164","4:14","4:14"
"3","4:09.6","12:51","1.00","4:10","139","147","6","6","161","1.49","51","3:50","165","4:09","4:09"
"4","4:08.8","17:00","1.00","4:09","144","151","--","--","161","1.49","54","3:51","169","4:08","4:08"
"5","4:15.6","21:15","1.00","4:16","149","157","2","--","162","1.45","58","4:05","165","4:15.6","4:16"
"6","4:10.9","25:26","1.00","4:11","149","152","5","--","162","1.47","57","3:58","164","4:10.9","4:11"
"7","4:05.0","29:31","1.00","4:05","153","157","10","--","164","1.49","58","3:55","167","4:05.0","4:05"
"8","4:05.9","33:37","1.00","4:06","154","157","--","10","164","1.49","58","3:56","167","4:05.9","4:06"
"9","4:18.4","37:55","1.00","4:18","147","156","--","3","163","1.42","52","4:06","166","4:17","4:17"
"10","4:08.4","42:04","1.00","4:08","150","154","--","2","164","1.47","53","3:58","167","4:08","4:08"
"11","4:15.1","46:19","1.00","4:15","152","155","6","3","164","1.43","55","4:01","167","4:15","4:15"
"12","4:02.1","50:21","1.00","4:02","154","159","--","4","165","1.50","54","3:59","167","4:02","4:02"
"13","4:06.7","54:28","1.00","4:07","153","158","--","--","164","1.48","53","3:49","169","4:06.7","4:07"
"14","1:01.7","55:29","0.26","3:59","155","159","--","--","166","1.52","13","3:36","169","1:01.7","3:59"
"Podsumowanie","55:29","55:29","13.26","4:11","146","159","27","30","163","1.47","714","3:36","169","55:23","4:11"
