"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","5:21.8","5:21.8","1.00","5:22","119","127","--","--","159","1.17","43","4:30","171","5:21.8","5:22"
"2","5:16.5","10:38","1.00","5:17","132","140","--","--","161","1.18","51","4:56","165","5:16","5:16"
"3","5:09.0","15:47","1.00","5:09","138","140","--","--","161","1.21","54","4:42","167","5:09.0","5:09"
"4","4:26.9","20:14","1.00","4:27","142","145","5","--","162","1.39","48","4:13","167","4:26","4:26"
"5","4:39.1","24:53","1.00","4:39","148","161","5","3","161","1.34","54","4:24","165","4:39.1","4:39"
"6","4:32.0","29:25","1.00","4:32","144","162","--","4","160","1.38","47","4:19","174","4:32","4:32"
"7","4:27.7","33:53","1.00","4:28","129","153","--","--","161","1.39","31","4:00","172","4:26","4:26"
"8","4:28.1","38:21","1.00","4:28","136","141","3","--","160","1.40","36","4:13","167","4:28","4:28"
"9","4:24.8","42:46","1.00","4:25","145","150","4","--","161","1.40","45","4:19","165","4:24","4:24"
"10","4:13.5","46:59","1.00","4:13","145","151","5","12","163","1.45","42","4:05","167","4:13.5","4:13"
"11","4:21.0","51:20","1.00","4:21","144","148","--","3","162","1.42","42","4:10","169","4:21.0","4:21"
"12","4:22.5","55:43","1.00","4:23","147","150","--","--","163","1.40","44","4:09","168","4:22","4:22"
"13","4:19.8","1:00:03","1.00","4:20","148","151","3","5","164","1.41","44","4:05","168","4:19.8","4:20"
"14","3:27.3","1:03:30","0.77","4:28","144","150","--","--","163","1.38","30","4:20","165","3:27","4:28"
"Podsumowanie","1:03:30","1:03:30","14.15","4:29","140","162","26","28","162","1.34","611","4:00","174","1:03:25","4:29"
