"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:23.6","4:23.6","1.00","4:24","120","145","4","--","161","1.41","42","3:53","168","4:23.6","4:24"
"2","4:18.9","8:42.5","1.00","4:19","133","147","--","2","163","1.42","50","4:07","167","4:18.9","4:19"
"3","4:11.8","12:54","1.00","4:12","142","146","--","2","164","1.45","55","4:06","168","4:11","4:11"
"4","4:17.7","17:12","1.00","4:18","145","151","--","2","163","1.43","57","4:04","168","4:17.7","4:18"
"5","4:22.0","21:34","1.00","4:22","149","161","1","--","163","1.41","59","4:08","167","4:22.0","4:22"
"6","4:30.7","26:05","1.00","4:31","158","167","3","--","163","1.36","68","4:20","167","4:30.7","4:31"
"7","4:13.3","30:18","1.00","4:13","157","172","5","--","164","1.44","62","3:58","168","4:13","4:13"
"8","4:32.3","34:50","1.00","4:32","125","161","6","4","160","1.37","30","4:01","168","4:32.3","4:32"
"9","4:22.7","39:13","1.00","4:23","136","141","--","5","162","1.41","38","4:09","168","4:22.7","4:23"
"10","4:14.8","43:28","1.00","4:15","141","158","--","5","165","1.43","42","4:10","168","4:14.8","4:15"
"11","4:12.1","47:40","1.00","4:12","145","158","--","--","167","1.43","47","4:08","170","4:12","4:12"
"12","4:07.7","51:48","1.00","4:08","141","146","5","3","167","1.45","40","4:01","170","4:07.7","4:08"
"13","4:16.0","56:04","1.00","4:16","139","144","2","--","166","1.41","37","4:04","172","4:16.0","4:16"
"14","3:58.3","1:00:02","0.91","4:22","138","151","2","4","165","1.39","32","3:56","170","3:57","4:21"
"Podsumowanie","1:00:02","1:00:02","13.91","4:19","141","172","27","27","164","1.41","659","3:53","172","59:59","4:19"
