"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:32.3","3:32.3","1.00","3:32","136","141","--","8","170","1.67","41","3:17","177","3:32","3:32"
"2","3:41.5","7:13.7","1.00","3:41","143","149","22","3","172","1.58","47","3:34","177","3:41","3:41"
"3","3:38.6","10:52","1.00","3:39","145","148","2","13","169","1.62","47","3:37","175","3:38.6","3:39"
"4","3:37.1","14:29","1.00","3:37","146","150","3","9","171","1.62","46","3:29","173","3:37","3:37"
"5","3:37.4","18:07","1.00","3:37","148","152","21","5","174","1.58","47","3:32","181","3:37.4","3:37"
"6","3:36.5","21:43","1.00","3:37","148","152","5","14","171","1.62","46","3:25","177","3:36.5","3:37"
"7","3:35.9","25:19","1.00","3:36","139","149","--","8","172","1.62","36","3:30","175","3:35","3:35"
"8","3:37.7","28:57","1.00","3:38","130","134","20","5","175","1.57","26","3:32","179","3:37.7","3:38"
"9","3:36.5","32:33","1.00","3:36","129","131","5","13","171","1.62","25","3:28","175","3:36","3:36"
"10","3:38.5","36:12","1.00","3:38","156","170","--","8","173","1.59","46","3:31","175","3:38.5","3:38"
"11","3:44.1","39:56","1.00","3:44","173","179","24","3","176","1.52","59","3:34","181","3:44","3:44"
"12","3:31.7","43:28","1.00","3:32","171","174","--","13","174","1.63","55","3:23","180","3:31","3:31"
"13","0:04.6","43:32","0.03","2:58","169","170","--","--","178","1.89","1","3:30","178","0:04.6","2:58"
"Podsumowanie","43:32","43:32","12.03","3:37","147","179","103","103","172","1.60","522","3:17","181","43:29","3:37"
