"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:00","3:00","0.92","3:16","147","158","17","--","177","1.73","39","3:03","189","3:00","3:16"
"2","3:00","6:00","0.63","4:46","154","157","--","19","158","1.32","43","3:18","175","3:00","4:46"
"3","3:00","9:00","0.93","3:13","155","159","8","9","179","1.74","43","3:09","185","3:00","3:13"
"4","3:00","12:00","0.61","4:55","156","161","12","--","163","1.25","43","3:17","183","3:00","4:55"
"5","3:00","15:00","0.91","3:18","158","167","12","10","183","1.66","43","3:15","189","3:00","3:18"
"6","3:00","18:00","0.61","4:55","157","161","--","--","161","1.26","43","3:20","175","3:00","4:55"
"7","3:00","21:00","0.97","3:05","157","161","--","13","181","1.78","42","3:04","187","3:00","3:05"
"8","3:00","24:00","0.65","4:37","157","161","5","10","162","1.34","42","3:03","181","2:59","4:35"
"9","3:00","27:00","0.91","3:18","161","168","18","--","185","1.64","43","3:10","191","3:00","3:18"
"10","3:00","30:00","0.65","4:35","155","161","5","12","161","1.36","40","3:22","183","3:00","4:35"
"11","3:00","33:00","1.01","2:58","158","161","--","25","183","1.84","41","2:59","189","3:00","2:58"
"12","0:05.5","33:05","0.03","3:23","158","159","--","--","187","1.58","1","2:59","187","0:05","3:05"
"Podsumowanie","33:05","33:05","8.83","3:45","156","168","78","97","172","1.54","463","2:59","191","33:04","3:45"
