"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:25.2","4:25.2","1.00","4:25","125","140","--","3","163","1.38","46","3:47","182","4:24","4:24"
"2","4:14.9","8:40.1","1.00","4:15","132","136","--","5","163","1.45","48","4:05","165","4:14.9","4:15"
"3","4:10.8","12:51","1.00","4:11","138","156","--","--","163","1.47","51","4:03","167","4:10.8","4:11"
"4","4:11.6","17:02","1.00","4:12","141","145","5","--","164","1.46","51","4:08","168","4:11","4:11"
"5","4:07.8","21:10","1.00","4:08","140","162","26","11","164","1.48","49","3:55","174","4:07.8","4:08"
"6","4:06.1","25:16","1.00","4:06","154","168","2","--","163","1.50","60","3:50","171","4:06","4:06"
"7","4:05.3","29:22","1.00","4:05","153","165","--","13","162","1.51","58","3:50","165","4:05.3","4:05"
"8","4:06.6","33:28","1.00","4:07","153","159","--","2","163","1.49","57","4:03","166","4:06","4:06"
"9","4:04.1","37:32","1.00","4:04","162","170","5","--","162","1.51","63","3:55","165","4:04","4:04"
"10","3:58.8","41:31","1.00","3:59","169","178","--","10","163","1.54","64","3:57","165","3:58.8","3:59"
"11","4:05.7","45:37","1.00","4:06","168","172","7","8","163","1.50","65","3:43","166","4:05.7","4:06"
"12","4:01.8","49:39","1.00","4:02","165","169","3","--","163","1.52","63","3:52","168","4:01.8","4:02"
"13","4:02.2","53:41","1.00","4:02","165","172","--","--","164","1.51","62","3:52","166","4:02","4:02"
"14","4:03.7","57:45","1.00","4:04","165","169","--","--","165","1.49","63","3:59","169","4:03.7","4:04"
"15","0:26.1","58:11","0.11","4:01","164","166","--","--","165","1.51","6","4:03","166","0:26","4:00"
"Podsumowanie","58:11","58:11","14.11","4:07","152","178","49","53","163","1.49","806","3:43","182","58:08","4:07"
