"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:53.4","3:53.4","1.00","3:53","137","155","2","--","168","1.53","46","3:42","172","3:53","3:53"
"2","3:52.6","7:46.0","1.00","3:53","145","151","2","--","169","1.53","50","3:50","172","3:52","3:52"
"3","3:48.0","11:34","1.00","3:48","161","170","--","--","169","1.56","56","3:36","174","3:48.0","3:48"
"4","3:53.2","15:27","1.00","3:53","161","172","--","--","168","1.53","58","3:42","171","3:53.2","3:53"
"5","3:56.1","19:23","1.00","3:56","164","172","5","--","167","1.52","59","3:50","170","3:56","3:56"
"6","3:58.8","23:22","1.00","3:59","164","173","10","3","167","1.51","60","3:51","173","3:58.8","3:59"
"7","3:45.7","27:08","1.00","3:46","150","162","--","10","167","1.59","46","3:26","174","3:45","3:45"
"8","3:43.7","30:52","1.00","3:44","156","160","3","--","167","1.60","51","3:21","172","3:43.7","3:44"
"9","3:51.9","34:43","1.00","3:52","164","181","--","4","168","1.54","57","3:27","171","3:51.9","3:52"
"10","3:52.1","38:36","1.00","3:52","162","169","--","--","169","1.53","55","3:51","171","3:52","3:52"
"11","3:47.2","42:23","1.00","3:47","157","160","--","3","169","1.56","50","3:43","173","3:47","3:47"
"12","3:19.6","45:42","0.89","3:44","160","164","--","--","170","1.58","46","3:33","173","3:19","3:43"
"Podsumowanie","45:42","45:42","11.89","3:51","157","181","22","21","168","1.55","634","3:21","174","45:40","3:50"
