"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:23.4","4:23.4","1.00","4:23","125","138","--","3","163","1.40","44","4:01","168","4:22","4:22"
"2","4:13.8","8:37.2","1.00","4:14","128","138","--","6","163","1.45","44","3:53","167","4:13.8","4:14"
"3","4:04.9","12:42","1.00","4:05","138","153","5","--","165","1.48","49","3:53","168","4:04.9","4:05"
"4","4:06.1","16:48","1.00","4:06","129","145","22","20","165","1.48","40","3:07","198","4:05","4:05"
"5","3:59.2","20:47","1.00","3:59","135","143","21","19","167","1.50","43","3:15","188","3:59.2","3:59"
"6","4:10.3","24:58","1.00","4:10","140","146","18","24","167","1.44","48","3:34","184","4:09","4:09"
"7","4:03.6","29:01","1.00","4:04","143","150","17","10","169","1.46","48","3:28","184","4:03","4:03"
"8","4:09.2","33:11","1.00","4:09","146","168","21","8","167","1.44","49","3:18","188","4:09","4:09"
"9","3:36.3","36:47","1.00","3:36","151","167","8","25","170","1.63","48","2:44","194","3:36","3:36"
"10","4:01.6","40:48","1.00","4:02","157","164","6","7","168","1.48","58","3:50","172","4:01.6","4:02"
"11","4:04.7","44:53","1.00","4:05","162","184","--","--","167","1.47","61","4:00","172","4:04","4:04"
"12","2:48.8","47:42","0.71","3:59","159","163","4","--","167","1.50","41","3:31","173","2:48.8","3:59"
"Podsumowanie","47:42","47:42","11.71","4:04","142","184","122","122","166","1.47","573","2:44","198","47:36","4:04"
