"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:34.1","4:34.1","1.00","4:34","134","150","--","4","162","1.36","53","4:05","171","4:34","4:34"
"2","4:11.4","8:45.5","1.00","4:11","140","152","--","--","164","1.45","52","4:03","167","4:11","4:11"
"3","4:11.2","12:57","1.00","4:11","141","161","2","--","164","1.46","51","3:57","171","4:11","4:11"
"4","4:12.0","17:09","1.00","4:12","148","164","--","1","165","1.44","56","3:53","181","4:12","4:12"
"5","4:04.8","21:14","1.00","4:05","150","155","--","2","164","1.49","55","3:50","174","4:03","4:03"
"6","4:08.1","25:22","1.00","4:08","156","163","--","--","165","1.47","59","3:53","172","4:08","4:08"
"7","4:16.7","29:38","1.00","4:17","155","167","--","--","165","1.42","60","3:59","168","4:16.7","4:17"
"8","4:02.3","33:41","1.00","4:02","151","165","5","--","166","1.49","52","3:43","172","4:00","4:00"
"9","0:26.8","34:07","0.11","4:07","158","161","--","--","167","1.45","6","3:53","170","0:26.8","4:07"
"Podsumowanie","34:07","34:07","8.11","4:13","147","167","7","7","164","1.45","444","3:43","181","34:03","4:12"
