"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:30.1","4:30.1","1.00","4:30","132","145","--","--","159","1.40","52","4:19","162","4:30","4:30"
"2","4:06.5","8:36.6","1.00","4:06","146","151","1","--","164","1.49","57","3:39","171","4:06","4:06"
"3","4:11.5","12:48","1.00","4:12","154","161","18","--","165","1.45","62","4:02","169","4:11","4:11"
"4","3:58.7","16:47","1.00","3:59","154","162","--","10","162","1.55","58","3:53","165","3:58.7","3:59"
"5","4:03.3","20:50","1.00","4:03","158","164","--","6","163","1.51","61","3:57","166","4:03.3","4:03"
"6","4:07.0","24:57","1.00","4:07","161","164","6","--","164","1.48","63","3:50","168","4:07","4:07"
"7","4:10.5","29:08","1.00","4:10","157","167","12","--","162","1.48","58","3:50","167","4:09","4:09"
"8","4:01.0","33:09","1.00","4:01","160","168","--","6","164","1.52","60","3:49","167","4:01.0","4:01"
"9","4:02.6","37:11","1.00","4:03","160","166","7","8","165","1.50","60","3:51","170","4:02","4:02"
"10","3:57.1","41:08","1.00","3:57","160","164","7","3","165","1.54","58","3:50","169","3:57","3:57"
"11","3:53.5","45:02","1.00","3:53","160","169","--","20","164","1.57","56","3:47","165","3:53","3:53"
"12","3:58.8","49:01","1.00","3:59","166","177","2","--","165","1.53","62","3:49","167","3:58.8","3:59"
"13","1:47.9","50:49","0.45","4:02","167","169","--","--","167","1.48","28","3:53","170","1:47.9","4:02"
"Podsumowanie","50:49","50:49","12.45","4:05","156","177","54","53","163","1.50","735","3:39","171","50:45","4:05"
