"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","4:24.5","4:24.5","1.00","4:24","139","152","--","4","163","1.39","56","4:03","208","4:24","4:24"
"2","4:03.4","8:27.9","1.00","4:03","145","150","1","--","166","1.49","55","3:58","168","4:03","4:03"
"3","4:03.5","12:31","1.00","4:04","151","175","5","6","165","1.49","57","3:50","170","4:03.5","4:04"
"4","4:02.8","16:34","1.00","4:03","162","172","--","4","165","1.49","63","3:55","170","4:02","4:02"
"5","4:08.7","20:43","1.00","4:09","163","169","11","--","166","1.46","64","4:05","168","4:08.7","4:09"
"6","3:22.1","24:05","1.00","3:22","152","168","--","3","172","1.73","44","3:11","187","3:22.1","3:22"
"7","3:46.6","27:52","1.00","3:47","157","161","17","--","170","1.56","54","3:14","176","3:46","3:46"
"8","3:49.9","31:41","1.00","3:50","160","164","3","--","168","1.55","57","3:27","176","3:49.9","3:50"
"9","3:30.3","35:12","1.00","3:30","161","165","--","17","171","1.67","53","3:25","176","3:30.3","3:30"
"10","3:59.6","39:11","1.00","4:00","157","175","5","--","165","1.51","54","3:26","180","3:59","3:59"
"11","3:31.0","42:42","1.00","3:31","164","175","--","3","172","1.65","54","3:19","180","3:31","3:31"
"12","3:49.5","46:32","1.00","3:50","160","165","4","4","170","1.54","53","3:36","176","3:49","3:49"
"13","3:41.2","50:13","1.00","3:41","165","170","--","--","171","1.58","56","3:23","178","3:41.2","3:41"
"14","3:38.3","53:51","1.00","3:38","164","171","7","8","174","1.58","55","3:24","178","3:37","3:37"
"15","3:52.2","57:44","1.00","3:52","153","162","6","8","169","1.53","43","3:19","180","3:52.2","3:52"
"16","3:33.5","1:01:17","1.00","3:33","158","161","--","--","177","1.58","47","3:21","180","3:33.5","3:33"
"17","1:30.8","1:02:48","0.43","3:30","157","159","--","--","178","1.60","19","3:31","182","1:29","3:26"
"Podsumowanie","1:02:48","1:02:48","16.43","3:49","157","175","59","57","169","1.55","884","3:11","208","1:02:41","3:49"
