"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","5:07.6","5:07.6","1.00","5:08","134","146","69","69","155","1.26","59","4:32","162","5:06","5:06"
"2","4:54.3","10:02","1.00","4:54","142","149","--","--","156","1.31","62","4:41","160","4:54.3","4:54"
"3","4:42.0","14:44","1.00","4:42","153","166","--","--","158","1.35","67","4:29","162","4:42.0","4:42"
"4","2:05.6","16:50","0.47","4:27","150","158","--","--","159","1.41","28","4:18","162","2:05","4:25"
"Podsumowanie","16:50","16:50","3.47","4:51","144","166","69","69","157","1.32","216","4:18","162","16:47","4:50"
