duration,offline
701,false
694,false
692,false
672,false
656,false
643,false
635,false
622,false
635,false
616,false
595,false
614,false
602,false
575,false
594,false
587,false
559,false
583,false
573,false
550,false
571,false
553,false
552,false
554,false
549,false
546,false
540,false
554,false
529,false
544,false
534,false
537,false
522,false
538,false
527,false
527,false
518,false
537,false
506,false
526,false
512,false
515,false
504,false
518,false
513,false
509,false
508,false
508,false
505,false
491,false
512,false
500,false
499,false
496,false
489,false
507,false
497,false
493,false
498,false
493,false
494,false
487,false
494,false
495,false
485,false
491,false
497,false
490,false
490,false
490,false
493,false
491,false
481,false
493,false
490,false
486,false
493,false
491,false
491,false
494,false
490,false
497,false
492,false
487,false
491,false
484,false
492,false
496,false
482,false
493,false
493,false
478,false
485,false
486,false
477,false
475,false
479,false
472,false
478,false
478,false
470,false
477,false
483,false
468,false
476,false
478,false
475,false
470,false
476,false
474,false
473,false
474,false
471,false
537,false
533,false
524,false
532,false
527,false
536,false
530,false
533,false
529,false
516,false
522,false
515,false
519,false
530,false
515,false
527,false
523,false
547,false
524,false
537,false
525,false
533,false
509,false
520,false
513,false
512,false
508,false
499,false
511,false
503,false
499,false
503,false
492,false
499,false
487,false
499,false
493,false
492,false
491,false
483,false
488,false
485,false
485,false
483,false
485,false
484,false
481,false
486,false
490,false
487,false
490,false
490,false
486,false
486,false
482,false
486,false
487,false
481,false
485,false
481,false
475,false
485,false
490,false
474,false
485,false
487,false
478,false
481,false
479,false
478,false
474,false
476,false
475,false
482,false
479,false
472,false
481,false
482,false
472,false
481,false
478,false
474,false
477,false
474,false
476,false
471,false
472,false
469,false
478,false
484,false
470,false
485,false
481,false
476,false
484,false
481,false
475,false
484,false
479,false
251,false
311,false
256,false
265,false
287,false
699,false
320,false
328,false
296,false
551,false
434,false
284,false
282,false
515,false
584,false
264,false
254,false
340,false
546,false
283,false
274,false
483,false
822,false
466,false
938,false
467,false
941,false
461,false
469,false
468,false
464,false
457,false
467,false
467,false
254,false
662,false
467,false
464,false
454,false
460,false
406,false
519,false
456,false
464,false
472,false
459,false
470,false
474,false
466,false
465,false
475,false
466,false
464,false
474,false
468,false
459,false
467,false
470,false
463,false
460,false
468,false
468,false
457,false
463,false
467,false
454,false
457,false
463,false
457,false
454,false
453,false
457,false
453,false
453,false
456,false
455,false
455,false
452,false
453,false
452,false
454,false
451,false
447,false
452,false
444,false
441,false
450,false
391,false
498,false
440,false
447,false
398,false
495,false
441,false
448,false
454,false
446,false
446,false
448,false
452,false
443,false
442,false
450,false
450,false
441,false
449,false
453,false
455,false
447,false
452,false
455,false
449,false
454,false
463,false
461,false
458,false
464,false
394,false
439,false
425,false
594,false
362,false
262,false
326,false
332,false
405,false
627,false
465,false
468,false
466,false
467,false
458,false
464,false
472,false
468,false
459,false
471,false
369,false
560,false
457,false
464,false
472,false
459,false
456,false
468,false
471,false
458,false
462,false
467,false
471,false
457,false
275,false
652,false
281,false
289,false
257,false
261,false
288,false
350,false
578,false
765,false
266,false
421,false
397,false
255,false
309,false
824,false
490,false
424,false
469,false
938,false
460,false
475,false
350,false
586,false
461,false
469,false
466,false
459,false
462,false
460,false
461,false
458,false
461,false
458,false
466,false
461,false
456,false
467,false
467,false
461,false
458,false
465,false
468,false
459,false
455,false
465,false
465,false
457,false
459,false
459,false
460,false
455,false
450,false
463,false
447,false
451,false
446,false
453,false
443,false
440,false
447,false
448,false
449,false
447,false
446,false
451,false
457,false
443,false
445,false
451,false
452,false
441,false
438,false
444,false
454,false
449,false
445,false
274,false
305,false
255,false
252,false
268,false
483,false
326,false
320,false
301,false
435,false
460,false
277,false
291,false
458,false
274,false
301,false
667,false
453,false
914,false
449,false
450,false
802,false
302,false
318,false
328,false
272,false
255,false
270,false
478,false
310,false
351,false
272,false
385,false
322,false
373,false
359,false
268,false
285,false
291,false
422,false
551,false
308,false
298,false
252,false
927,false
385,false
312,false
258,false
372,false
895,false
272,false
605,false
446,false
443,false
440,false
439,false
441,false
439,false
443,false
439,false
438,false
435,false
439,false
444,false
437,false
435,false
431,false
442,false
441,false
445,false
435,false
437,false
445,false
447,false
445,false
440,false
447,false
453,false
451,false
445,false
273,false
617,false
572,false
258,false
535,false
452,false
461,false
454,false
453,false
460,false
452,false
461,false
458,false
459,false
456,false
461,false
456,false
464,false
457,false
465,false
460,false
462,false
466,false
463,false
462,false
463,false
465,false
460,false
462,false
320,false
304,false
293,false
332,false
592,false
453,false
460,false
462,false
461,false
459,false
462,false
467,false
463,false
454,false
460,false
460,false
455,false
453,false
454,false
458,false
454,false
453,false
453,false
457,false
457,false
456,false
455,false
462,false
360,false
283,false
306,false
388,false
345,false
338,false
333,false
364,false
385,false
252,false
299,false
492,false
320,false
337,false
694,false
822,false
401,false
308,false
273,false
408,false
368,false
302,false
365,false
401,false
399,false
399,false
299,false
489,false
297,false
644,false
840,false
1340,false
288,false
256,false
383,false
1526,false
461,false
457,false
467,false
460,false
458,false
462,false
312,false
311,false
274,false
280,false
309,false
343,false
