duration,offline
683,false
708,false
719,false
717,false
720,false
717,false
710,false
703,false
690,false
692,false
689,false
678,false
665,false
634,false
634,false
627,false
627,false
621,false
608,false
606,false
604,false
591,false
590,false
594,false
572,false
568,false
584,false
554,false
564,false
563,false
550,false
555,false
546,false
549,false
534,false
545,false
537,false
789,false
752,false
731,false
729,false
730,false
724,false
716,false
704,false
686,false
676,false
658,false
657,false
641,false
634,false
625,false
630,false
630,false
626,false
618,false
610,false
601,false
606,false
587,false
593,false
589,false
576,false
571,false
573,false
565,false
575,false
553,false
560,false
553,false
556,false
555,false
538,false
552,false
536,false
543,false
529,false
545,false
537,false
532,false
533,false
528,false
533,false
521,false
528,false
511,false
521,false
523,false
510,false
521,false
514,false
517,false
518,false
506,false
512,false
499,false
506,false
504,false
497,false
496,false
493,false
378,false
526,false
506,false
487,false
488,false
498,false
485,false
487,false
496,false
485,false
482,false
493,false
478,false
478,false
476,false
480,false
477,false
481,false
486,false
475,false
482,false
484,false
473,false
485,false
480,false
476,false
475,false
484,false
475,false
478,false
472,false
483,false
466,false
471,false
481,false
471,false
467,false
473,false
475,false
468,false
470,false
471,false
470,false
470,false
466,false
469,false
457,false
461,false
464,false
467,false
468,false
461,false
464,false
464,false
460,false
456,false
458,false
467,false
463,false
456,false
453,false
456,false
462,false
456,false
450,false
456,false
455,false
454,false
450,false
449,false
454,false
453,false
445,false
442,false
445,false
452,false
456,false
446,false
442,false
444,false
452,false
453,false
444,false
447,false
447,false
452,false
447,false
442,false
443,false
449,false
448,false
440,false
446,false
439,false
442,false
448,false
441,false
443,false
436,false
444,false
447,false
439,false
440,false
441,false
439,false
442,false
447,false
440,false
439,false
445,false
448,false
442,false
439,false
445,false
447,false
446,false
439,false
439,false
439,false
445,false
446,false
435,false
438,false
441,false
443,false
437,false
432,false
434,false
442,false
445,false
438,false
438,false
436,false
442,false
441,false
442,false
434,false
440,false
434,false
440,false
441,false
443,false
438,false
433,false
437,false
882,false
436,false
438,false
432,false
441,false
442,false
436,false
434,false
435,false
442,false
442,false
435,false
437,false
437,false
446,false
441,false
435,false
433,false
434,false
438,false
439,false
443,false
445,false
436,false
439,false
440,false
446,false
443,false
441,false
439,false
439,false
439,false
444,false
446,false
437,false
438,false
437,false
444,false
444,false
441,false
437,false
437,false
447,false
443,false
449,false
442,false
440,false
449,false
444,false
451,false
444,false
440,false
444,false
451,false
449,false
440,false
445,false
443,false
444,false
445,false
440,false
437,false
438,false
443,false
444,false
448,false
439,false
442,false
438,false
443,false
444,false
446,false
436,false
440,false
439,false
437,false
443,false
438,false
436,false
434,false
439,false
442,false
440,false
439,false
439,false
435,false
438,false
439,false
437,false
435,false
438,false
436,false
445,false
443,false
441,false
437,false
436,false
438,false
438,false
437,false
444,false
439,false
441,false
441,false
445,false
447,false
443,false
447,false
446,false
455,false
452,false
447,false
446,false
447,false
452,false
456,false
443,false
444,false
443,false
449,false
443,false
440,false
439,false
440,false
440,false
445,false
441,false
445,false
445,false
452,false
458,false
453,false
454,false
457,false
459,false
454,false
452,false
455,false
458,false
452,false
452,false
451,false
454,false
453,false
448,false
451,false
448,false
453,false
454,false
445,false
444,false
452,false
446,false
446,false
445,false
447,false
453,false
451,false
440,false
442,false
448,false
449,false
444,false
440,false
437,false
440,false
444,false
449,false
444,false
444,false
441,false
443,false
449,false
446,false
444,false
438,false
439,false
442,false
440,false
440,false
435,false
438,false
438,false
437,false
443,false
441,false
433,false
432,false
437,false
441,false
440,false
434,false
433,false
435,false
439,false
438,false
443,false
438,false
444,false
442,false
444,false
445,false
451,false
442,false
446,false
441,false
444,false
445,false
446,false
440,false
444,false
440,false
442,false
448,false
445,false
444,false
439,false
438,false
444,false
446,false
441,false
445,false
439,false
437,false
443,false
441,false
449,false
444,false
438,false
436,false
442,false
446,false
446,false
441,false
439,false
444,false
453,false
451,false
445,false
440,false
440,false
443,false
447,false
440,false
437,false
436,false
447,false
440,false
445,false
439,false
442,false
442,false
443,false
450,false
443,false
444,false
442,false
448,false
451,false
444,false
440,false
441,false
440,false
444,false
443,false
435,false
431,false
439,false
443,false
450,false
441,false
445,false
447,false
446,false
455,false
444,false
443,false
449,false
453,false
446,false
442,false
444,false
446,false
449,false
447,false
443,false
447,false
443,false
450,false
456,false
449,false
446,false
446,false
455,false
453,false
448,false
449,false
450,false
460,false
448,false
451,false
450,false
455,false
454,false
449,false
449,false
453,false
460,false
451,false
450,false
450,false
451,false
461,false
456,false
456,false
464,false
467,false
454,false
454,false
460,false
461,false
455,false
453,false
445,false
457,false
451,false
451,false
450,false
443,false
451,false
454,false
449,false
445,false
447,false
453,false
456,false
448,false
445,false
450,false
453,false
451,false
446,false
443,false
443,false
453,false
454,false
447,false
445,false
442,false
453,false
445,false
449,false
443,false
436,false
441,false
449,false
445,false
439,false
433,false
436,false
443,false
448,false
445,false
443,false
441,false
441,false
443,false
444,false
444,false
436,false
437,false
446,false
445,false
437,false
438,false
434,false
442,false
435,false
435,false
434,false
427,false
436,false
439,false
442,false
428,false
436,false
436,false
443,false
439,false
439,false
434,false
437,false
446,false
441,false
438,false
436,false
439,false
443,false
446,false
434,false
438,false
447,false
441,false
443,false
439,false
438,false
440,false
445,false
443,false
440,false
432,false
437,false
445,false
447,false
442,false
436,false
435,false
445,false
448,false
454,false
445,false
449,false
448,false
448,false
450,false
440,false
439,false
436,false
445,false
437,false
439,false
436,false
428,false
433,false
436,false
440,false
430,false
430,false
431,false
433,false
433,false
431,false
435,false
431,false
428,false
428,false
433,false
431,false
426,false
436,false
432,false
432,false
433,false
436,false
440,false
441,false
431,false
436,false
432,false
443,false
438,false
443,false
437,false
432,false
438,false
445,false
441,false
442,false
434,false
434,false
439,false
437,false
445,false
435,false
432,false
431,false
445,false
442,false
441,false
440,false
435,false
436,false
438,false
442,false
436,false
437,false
431,false
430,false
434,false
439,false
437,false
432,false
421,false
427,false
434,false
432,false
440,false
432,false
433,false
427,false
429,false
437,false
439,false
434,false
431,false
425,false
432,false
433,false
438,false
433,false
429,false
430,false
437,false
438,false
432,false
428,false
427,false
427,false
430,false
429,false
427,false
431,false
428,false
429,false
429,false
438,false
435,false
437,false
428,false
430,false
426,false
436,false
430,false
435,false
428,false
428,false
432,false
435,false
440,false
433,false
433,false
433,false
441,false
440,false
432,false
429,false
436,false
431,false
433,false
439,false
434,false
433,false
427,false
433,false
426,false
440,false
436,false
433,false
428,false
434,false
438,false
434,false
436,false
433,false
424,false
437,false
430,false
433,false
417,false
424,false
428,false
424,false
437,false
427,false
435,false
426,false
425,false
421,false
425,false
427,false
431,false
428,false
427,false
424,false
419,false
425,false
429,false
429,false
427,false
415,false
419,false
416,false
420,false
418,false
425,false
421,false
420,false
412,false
423,false
422,false
426,false
429,false
419,false
423,false
417,false
427,false
421,false
426,false
427,false
419,false
417,false
420,false
418,false
421,false
419,false
426,false
424,false
422,false
419,false
423,false
423,false
426,false
430,false
425,false
421,false
422,false
419,false
419,false
425,false
425,false
423,false
421,false
417,false
418,false
416,false
416,false
424,false
419,false
419,false
420,false
420,false
418,false
421,false
418,false
422,false
425,false
428,false
426,false
417,false
420,false
417,false
421,false
419,false
417,false
426,false
423,false
423,false
418,false
425,false
425,false
429,false
425,false
426,false
424,false
417,false
424,false
427,false
429,false
423,false
423,false
420,false
428,false
424,false
427,false
420,false
425,false
420,false
425,false
425,false
430,false
428,false
423,false
422,false
424,false
426,false
430,false
426,false
425,false
421,false
428,false
427,false
428,false
423,false
423,false
427,false
425,false
433,false
429,false
433,false
429,false
422,false
429,false
432,false
428,false
427,false
422,false
423,false
421,false
423,false
423,false
421,false
426,false
422,false
426,false
421,false
431,false
424,false
427,false
424,false
417,false
424,false
422,false
424,false
427,false
419,false
416,false
421,false
425,false
420,false
425,false
422,false
417,false
418,false
422,false
422,false
421,false
425,false
413,false
417,false
425,false
423,false
429,false
424,false
420,false
422,false
422,false
424,false
418,false
425,false
421,false
411,false
416,false
417,false
417,false
422,false
417,false
418,false
414,false
411,false
415,false
416,false
417,false
423,false
414,false
416,false
416,false
420,false
420,false
425,false
421,false
415,false
411,false
419,false
425,false
421,false
424,false
424,false
416,false
418,false
422,false
423,false
421,false
420,false
418,false
419,false
413,false
413,false
421,false
422,false
424,false
415,false
417,false
417,false
416,false
416,false
414,false
414,false
419,false
413,false
413,false
410,false
417,false
416,false
418,false
423,false
414,false
417,false
417,false
420,false
424,false
419,false
424,false
421,false
416,false
416,false
424,false
423,false
427,false
419,false
421,false
416,false
421,false
422,false
423,false
426,false
417,false
419,false
415,false
418,false
416,false
421,false
424,false
414,false
413,false
418,false
423,false
418,false
422,false
418,false
414,false
418,false
419,false
416,false
421,false
420,false
418,false
418,false
417,false
418,false
422,false
424,false
421,false
413,false
411,false
419,false
421,false
417,false
423,false
415,false
416,false
416,false
419,false
416,false
421,false
420,false
413,false
417,false
415,false
416,false
416,false
411,false
415,false
417,false
416,false
422,false
420,false
417,false
414,false
420,false
418,false
579,false
583,false
589,false
584,false
570,false
577,false
571,false
566,false
559,false
562,false
549,false
558,false
544,false
551,false
549,false
546,false
547,false
545,false
537,false
525,false
542,false
529,false
534,false
526,false
532,false
520,false
524,false
521,false
519,false
519,false
516,false
521,false
506,false
517,false
505,false
508,false
506,false
502,false
504,false
496,false
503,false
492,false
495,false
498,false
484,false
491,false
491,false
481,false
483,false
487,false
473,false
474,false
484,false
467,false
472,false
476,false
465,false
467,false
472,false
464,false
461,false
465,false
464,false
456,false
454,false
456,false
461,false
451,false
450,false
460,false
454,false
448,false
449,false
456,false
454,false
444,false
449,false
449,false
456,false
449,false
443,false
449,false
455,false
452,false
448,false
447,false
453,false
451,false
446,false
443,false
451,false
452,false
444,false
446,false
445,false
449,false
449,false
436,false
441,false
444,false
444,false
452,false
446,false
441,false
442,false
444,false
450,false
447,false
438,false
443,false
443,false
447,false
440,false
437,false
439,false
447,false
443,false
438,false
437,false
439,false
444,false
445,false
434,false
436,false
439,false
445,false
435,false
434,false
436,false
437,false
438,false
428,false
432,false
431,false
432,false
438,false
436,false
428,false
429,false
430,false
432,false
436,false
435,false
426,false
429,false
430,false
434,false
437,false
426,false
426,false
432,false
431,false
433,false
421,false
427,false
435,false
431,false
438,false
426,false
433,false
434,false
433,false
440,false
431,false
431,false
429,false
435,false
438,false
439,false
431,false
431,false
433,false
437,false
442,false
438,false
433,false
436,false
444,false
441,false
443,false
435,false
436,false
436,false
441,false
443,false
433,false
432,false
433,false
437,false
442,false
433,false
436,false
429,false
440,false
433,false
442,false
431,false
432,false
430,false
434,false
438,false
429,false
428,false
429,false
429,false
430,false
432,false
424,false
427,false
430,false
430,false
437,false
432,false
430,false
426,false
429,false
436,false
431,false
436,false
429,false
428,false
427,false
432,false
436,false
433,false
423,false
428,false
430,false
436,false
433,false
429,false
424,false
427,false
433,false
435,false
429,false
427,false
426,false
429,false
431,false
427,false
426,false
425,false
436,false
429,false
425,false
426,false
425,false
432,false
432,false
431,false
422,false
428,false
429,false
433,false
432,false
425,false
429,false
429,false
436,false
431,false
432,false
437,false
436,false
437,false
432,false
433,false
433,false
438,false
439,false
429,false
431,false
438,false
439,false
439,false
431,false
436,false
437,false
445,false
441,false
440,false
427,false
436,false
441,false
438,false
444,false
435,false
438,false
436,false
434,false
440,false
438,false
431,false
433,false
433,false
439,false
430,false
430,false
432,false
435,false
441,false
433,false
428,false
425,false
431,false
439,false
435,false
438,false
428,false
434,false
433,false
438,false
436,false
432,false
429,false
431,false
430,false
429,false
433,false
430,false
429,false
427,false
433,false
431,false
437,false
427,false
429,false
423,false
433,false
425,false
434,false
424,false
423,false
424,false
425,false
431,false
424,false
425,false
426,false
422,false
425,false
429,false
433,false
429,false
427,false
430,false
435,false
435,false
429,false
430,false
435,false
437,false
440,false
433,false
430,false
432,false
428,false
436,false
441,false
434,false
428,false
430,false
438,false
438,false
435,false
432,false
433,false
433,false
440,false
437,false
436,false
430,false
432,false
433,false
437,false
435,false
427,false
430,false
433,false
434,false
429,false
429,false
432,false
428,false
439,false
430,false
440,false
428,false
428,false
434,false
430,false
434,false
434,false
425,false
430,false
427,false
437,false
431,false
435,false
431,false
426,false
434,false
437,false
434,false
432,false
426,false
429,false
434,false
435,false
442,false
433,false
434,false
432,false
438,false
439,false
436,false
429,false
428,false
433,false
428,false
428,false
423,false
422,false
422,false
426,false
429,false
431,false
428,false
430,false
427,false
428,false
436,false
430,false
430,false
428,false
424,false
431,false
428,false
431,false
427,false
429,false
428,false
430,false
430,false
428,false
435,false
430,false
433,false
430,false
433,false
438,false
438,false
436,false
431,false
433,false
429,false
436,false
438,false
431,false
428,false
425,false
429,false
435,false
429,false
436,false
426,false
430,false
426,false
435,false
435,false
435,false
429,false
429,false
432,false
428,false
434,false
438,false
432,false
430,false
427,false
430,false
429,false
436,false
424,false
428,false
430,false
433,false
432,false
431,false
426,false
429,false
430,false
436,false
432,false
431,false
430,false
430,false
431,false
433,false
439,false
428,false
427,false
425,false
436,false
436,false
438,false
432,false
435,false
433,false
435,false
442,false
436,false
435,false
433,false
431,false
439,false
435,false
437,false
427,false
428,false
427,false
435,false
426,false
437,false
426,false
428,false
426,false
431,false
433,false
434,false
432,false
423,false
425,false
423,false
424,false
429,false
417,false
420,false
426,false
422,false
435,false
426,false
437,false
430,false
425,false
433,false
436,false
434,false
434,false
428,false
427,false
431,false
427,false
431,false
432,false
428,false
429,false
429,false
430,false
432,false
430,false
424,false
427,false
428,false
428,false
433,false
431,false
427,false
424,false
423,false
425,false
431,false
431,false
422,false
424,false
421,false
430,false
431,false
434,false
429,false
428,false
431,false
430,false
437,false
434,false
428,false
429,false
423,false
427,false
432,false
427,false
433,false
433,false
424,false
428,false
426,false
427,false
435,false
435,false
427,false
430,false
428,false
430,false
430,false
435,false
423,false
427,false
432,false
427,false
439,false
431,false
441,false
435,false
433,false
432,false
437,false
433,false
440,false
438,false
429,false
431,false
434,false
432,false
438,false
434,false
426,false
429,false
425,false
432,false
435,false
431,false
425,false
427,false
429,false
437,false
433,false
435,false
431,false
428,false
431,false
429,false
436,false
431,false
426,false
426,false
426,false
430,false
430,false
432,false
423,false
424,false
425,false
424,false
426,false
430,false
429,false
423,false
427,false
424,false
428,false
427,false
435,false
425,false
423,false
424,false
419,false
427,false
421,false
428,false
429,false
420,false
421,false
420,false
423,false
427,false
424,false
424,false
